ra,dec,mag,ci
7.716788,58.71036,4.93,0.104
7.995598,-3.679583,4.93,1.205
8.949562,-59.229338,4.93,-0.182
9.704011,-23.915569,4.93,0.534
11.53789,-29.261022,4.93,0.54
11.681568,-62.090101,4.93,1.111
12.272372,23.945409,4.93,0.957
12.861645,27.540712,4.93,0.681
13.012125,56.366338,4.93,0.368
14.18069,-16.30203,4.93,1.684
14.850298,-2.29915,4.93,0.988
15.121682,24.869195,4.93,0.429
16.199997,-10.064253,4.93,0.087
19.614847,-7.027477,4.93,-0.046
20.1231,-52.880793,4.93,1.591
20.157116,36.839621,4.93,-0.139
20.242229,36.806302,4.93,0.151
20.786319,34.374123,4.93,1.294
23.280817,-7.726504,4.93,1.613
23.733189,29.361454,4.93,0.935
2.206191,30.303067,4.94,0.77
2.984356,35.183128,4.94,1.235
6.937775,-48.721144,4.94,1.668
7.370425,-19.0166,4.94,-0.039
8.058634,27.794332,4.94,1.13
8.8299,-45.307875,4.94,0.043
9.914503,-19.00936,4.94,1.559
10.402182,65.566423,4.94,-0.052
10.517242,-73.22149,4.94,1.677
13.150909,-23.11807,4.94,1.048
13.228597,40.152885,4.94,1.061
16.4664,68.768137,4.94,-0.051
19.000229,32.145514,4.94,1.465
20.237949,15.197609,4.94,0.072
20.500983,48.951569,4.94,-0.087
22.169093,-32.548407,4.94,0.489
0.724466,47.024546,4.95,0.17
1.334699,58.231611,4.95,0.683
3.957067,63.072264,4.95,-0.074
5.680754,-1.128787,4.95,-0.197
6.200911,16.130406,4.95,-0.149
11.465622,2.856265,4.95,1
12.578902,70.02177,4.95,1.312
15.969825,-14.279358,4.95,-0.08
16.224648,-54.630467,4.95,1.017
16.291791,75.75533,4.95,0.393
19.931045,38.486705,4.95,-0.086
20.029093,-59.375893,4.95,1.356
22.867225,43.312417,4.95,1.559
23.448876,1.255608,4.95,0.036
23.773199,3.486811,4.95,2.508
1.676337,40.577049,4.96,-0.068
1.696383,42.613369,4.96,0.618
2.564085,-28.232343,4.96,-0.05
3.357381,43.329651,4.96,0.051
4.473992,16.359672,4.96,1.137
5.321278,22.096494,4.96,0.937
5.914107,55.706947,4.96,0.052
13.831191,-18.134168,4.96,1.059
15.963196,54.749762,4.96,0.269
16.05573,-25.86524,4.96,1.234
18.100528,22.218879,4.96,1.656
18.19537,-23.701235,4.96,1.055
18.198377,31.40535,4.96,1.643
23.413959,62.282806,4.96,1.676
1.253043,-45.531664,4.97,0.571
1.933337,68.685242,4.97,-0.084
3.706291,33.965026,4.97,-0.048
4.021697,-61.078822,4.97,1.386
4.339227,27.350754,4.97,1.15
5.924975,-37.120668,4.97,1.102
7.891616,26.765783,4.97,0.098
10.382824,-66.901498,4.97,-0.128
12.339161,3.312574,4.97,1.172
13.473837,13.778787,4.97,0.714
14.469564,-29.491638,4.97,-0.074
15.67136,-23.818078,4.97,1.302
16.283593,-50.068122,4.97,0.788
17.052186,14.091947,4.97,1.6
23.565884,31.325277,4.97,1.383
23.663074,-14.222178,4.97,0.257
23.767234,46.420276,4.97,1.086
1.712086,-3.6902,4.98,1.378
2.157036,25.939892,4.98,0.339
2.979939,-64.071284,4.98,0.126
5.111289,51.59772,4.98,0.343
5.587728,-5.387315,4.98,
5.589695,-5.41606,4.98,-0.097
7.673114,-15.26392,4.98,1.543
8.667076,-12.475372,4.98,1.415
11.012445,6.101449,4.98,0.166
11.832395,-70.22579,4.98,1.36
12.449805,26.825699,4.98,0.088
15.529718,40.899332,4.98,0.086
16.024047,29.851061,4.98,-0.05
18.398507,58.800736,4.98,0.082
18.937401,4.202132,4.98,0.204
19.342473,-5.415766,4.98,0.937
19.932051,58.845969,4.98,1.584
0.075033,-10.509523,4.99,1.619
2.038359,54.487541,4.99,-0.071
3.467517,49.062866,4.99,-0.091
3.704139,-31.938361,4.99,-0.159
3.952303,61.108883,4.99,1.435
4.64821,-12.123121,4.99,0.074
5.380556,3.544452,4.99,-0.096
6.846097,41.78123,4.99,1.256
6.847876,-34.367318,4.99,1.379
7.048549,-4.239231,4.99,-0.195
7.427471,9.276097,4.99,0.991
8.222213,-15.788221,4.99,1.066
9.099546,5.092316,4.99,1.189
9.184556,-44.867902,4.99,0.222
9.532428,11.299827,4.99,1.046
11.380442,43.482703,4.99,0.998
12.27504,33.061527,4.99,1.14
13.695775,-54.559425,4.99,-0.055
14.20439,2.409433,4.99,-0.118
15.368975,-47.927792,4.99,0.515
15.38675,30.287812,4.99,0.577
15.991743,-41.744436,4.99,0.988
18.231545,64.397287,4.99,0.44
19.402105,29.621338,4.99,-0.12
20.072108,-32.056296,4.99,1.208
22.140537,-34.043841,4.99,1.499
22.940555,49.733544,4.99,1.778
23.316021,-9.61075,4.99,-0.022
4.074212,59.155507,5,0.495
5.407071,17.383534,5,0.544
6.125453,-37.25292,5,-0.095
6.262468,-13.718414,5,-0.078
6.935179,-14.04343,5,1.182
7.308883,49.464756,5,0.087
9.620185,6.835802,5,1.051
11.386857,-36.164769,5,1.464
11.725332,-62.489396,5,0.784
15.523619,77.349352,5,1.545
16.134591,17.04698,5,0.931
17.9848,-30.253025,5,1.654
18.12465,43.461891,5,0.913
18.918649,-22.671328,5,1.348
19.023991,46.934812,5,0.186
19.231987,57.705102,5,1.156
19.57636,19.773403,5,-0.093
19.773777,33.727598,5,0.476
23.959727,-64.298231,5,0.06
8.74494,-54.708074,5,
16.072774,-11.374611,5,
19.106847,-37.06474,5,
0.172012,46.072272,5.01,0.405
0.467475,17.893125,5.01,1.584
1.655835,44.386165,5.01,0.883
5.03606,-26.275029,5.01,1.056
5.256777,32.6876,5.01,0.222
6.1875,-65.589417,5.01,1.599
6.298563,61.515286,5.01,1.843
7.49688,27.916146,5.01,1.117
7.871024,-34.705442,5.01,0.47
8.578778,-49.944203,5.01,1.304
9.56911,-51.255266,5.01,-0.18
10.717789,69.076214,5.01,1.406
11.658227,-65.397766,5.01,0.804
12.316608,-55.143002,5.01,1.6
12.43082,39.018616,5.01,0.955
12.501868,69.201123,5.01,1.621
17.338575,18.057081,5.01,1.654
19.816294,19.142042,5.01,0.095
19.965842,-15.49149,5.01,0.055
4.480601,13.047602,5.02,0.215
5.410873,37.385346,5.02,1.445
9.553461,-21.115722,5.02,1.023
10.54913,-47.003353,5.02,1.045
10.928999,33.506929,5.02,1.101
13.942827,27.492082,5.02,1.441
14.880855,-37.80316,5.02,-0.155
15.284968,71.823901,5.02,1.369
17.817862,50.781075,5.02,0.043
17.824155,76.962881,5.02,0.518
18.359075,49.121593,5.02,1.619
18.747205,2.060038,5.02,-0.055
18.955688,-20.656346,5.02,0.137
19.421247,-24.508575,5.02,0.235
21.795598,-30.898304,5.02,0.042
2.109423,22.648317,5.03,0.121
4.83656,-16.217159,5.03,0.992
6.054333,-26.284544,5.03,1.335
7.280392,-36.592633,5.03,-0.161
7.765797,-14.563805,5.03,0.342
8.490968,-44.724812,5.03,-0.168
10.99112,40.430257,5.03,0.624
12.585489,18.377058,5.03,1.152
13.693549,-8.702984,5.03,1.623
14.249208,-57.086126,5.03,-0.074
16.862573,24.656433,5.03,1.246
17.03129,-32.143519,5.03,-0.1
17.310275,10.864475,5.03,1.539
18.710543,55.539457,5.03,-0.07
19.380888,-54.423931,5.03,0.02
19.511066,-2.788887,5.03,1.77
19.843813,52.988001,5.03,1.286
20.909344,28.057621,5.03,1.481
0.038867,-29.720414,5.04,-0.15
1.133559,43.942092,5.04,0.109
1.768392,-53.522037,5.04,0.031
3.270057,50.937664,5.04,1.107
4.700965,-37.144297,5.04,0.391
5.984531,-9.55825,5.04,0.189
6.117604,-62.154581,5.04,1.256
6.274061,12.272163,5.04,0.431
6.718051,44.52445,5.04,1.479
7.391254,25.050531,5.04,0.902
7.657942,17.674519,5.04,1.616
7.715865,-45.173118,5.04,0.765
8.111206,-45.266015,5.04,1.488
12.079616,-76.519061,5.04,1.491
13.200984,-16.198601,5.04,0.46
13.418694,-74.887818,5.04,1.11
13.490348,-51.165134,5.04,0.059
15.282471,-60.957255,5.04,-0.077
15.321888,1.765408,5.04,0.54
15.515488,40.833047,5.04,1.589
15.888905,-20.16704,5.04,-0.014
21.307551,43.945945,5.04,-0.061
21.615827,40.413521,5.04,0.198
21.987518,73.179896,5.04,0.439
22.629273,-4.228056,5.04,1.14
3.318787,50.094966,5.05,-0.067
3.819782,24.136712,5.05,-0.082
5.082776,-49.577837,5.05,1.484
5.333589,33.958054,5.05,0.287
6.643787,-48.220183,5.05,0.997
7.675295,87.020091,5.05,1.604
8.652198,-22.661875,5.05,0.72
18.117097,30.56214,5.05,0.528
22.191828,59.414488,5.05,0.192
23.158738,8.677161,5.05,1.484
23.339051,5.381307,5.05,1.204
23.798543,67.806808,5.05,0.007
3.702594,63.216806,5.06,1.651
5.25677,-26.943509,5.06,-0.067
5.362849,-24.772981,5.06,0.662
6.145643,-68.843409,5.06,-0.072
6.197726,-6.550287,5.06,-0.201
6.465992,-4.762154,5.06,-0.175
7.571839,-23.473661,5.06,0.468
8.305219,-65.613192,5.06,1.129
10.103115,-47.369995,5.06,0.88
11.014009,39.212092,5.06,0.255
14.373108,-80.108945,5.06,-0.108
17.178425,-44.557719,5.06,0.867
19.680601,45.524942,5.06,0.426
19.708648,-16.123996,5.06,0.319
20.022655,50.104695,5.06,1.122
20.642198,24.115958,5.06,-0.133
20.834695,44.059304,5.06,0.198
20.858347,-51.608179,5.06,1.125
21.222351,-70.126267,5.06,1.578
23.874802,19.120287,5.06,1.587
0.545512,-63.0315,5.07,0.038
0.816308,16.940644,5.07,0.502
3.212899,-1.196101,5.07,0.575
4.513916,-44.953749,5.07,-0.194
4.66519,53.079535,5.07,1.079
5.40803,-0.891328,5.07,0.961
6.973638,-34.111708,5.07,-0.154
7.222854,16.158966,5.07,1.653
7.489012,28.118275,5.07,0.12
7.790276,-38.511145,5.07,-0.112
9.53266,9.715767,5.07,1.364
9.564857,-80.941258,5.07,-0.139
9.671768,-14.332292,5.07,-0.149
9.875121,-8.10503,5.07,0.038
10.580004,6.953749,5.07,0.921
11.529464,-59.442061,5.07,1.026
14.212785,-27.261186,5.07,1.13
16.603812,52.924422,5.07,-0.027
17.159238,40.777033,5.07,1.275
17.532745,68.135024,5.07,1.077
18.533874,-45.757382,5.07,-0.127
19.116279,11.071228,5.07,-0.055
20.652161,10.086203,5.07,0.702
21.830748,30.174215,5.07,0.01
22.085775,62.279814,5.07,0.24
17.255734,-26.603215,5.07,0.85
0.602306,54.16845,5.08,-0.098
3.804519,11.143294,5.08,-0.125
4.65256,15.799846,5.08,0.141
4.856239,18.839861,5.08,0.214
5.376036,79.231149,5.08,0.506
5.460802,34.475892,5.08,1.4
6.170632,-74.753045,5.08,0.714
6.793673,-8.998503,5.08,1.795
7.955118,-44.109859,5.08,-0.166
8.46017,-53.08848,5.08,0.256
9.80981,46.021008,5.08,0.619
10.504855,-0.637026,5.08,-0.138
10.566912,-23.745165,5.08,1.596
10.605706,-59.564392,5.08,1.172
10.7236,23.188404,5.08,0.042
11.389415,-18.779973,5.08,0.439
12.910251,-57.16867,5.08,-0.089
14.945554,-62.781016,5.08,-0.023
18.911976,-15.603036,5.08,0.141
20.114835,23.614425,5.08,-0.162
20.455336,-18.211721,5.08,-0.049
21.888268,-13.551768,5.08,0.378
22.596077,73.643188,5.08,0.395
0.809777,-74.923438,5.09,1.345
1.955848,17.817532,5.09,0.921
3.500057,55.451808,5.09,0.022
5.005755,81.194088,5.09,1.304
6.560534,-1.220154,5.09,-0.132
7.365795,20.443658,5.09,1.528
7.439403,-51.018481,5.09,1.038
7.984921,-23.310396,5.09,1.111
8.232865,-36.322281,5.09,-0.184
8.842628,-46.529187,5.09,-0.205
9.438324,-53.378909,5.09,-0.102
9.775462,57.12807,5.09,1.594
9.832541,-45.732736,5.09,-0.098
11.389283,-64.954714,5.09,-0.061
12.266719,14.899071,5.09,0.068
15.854331,-3.090497,5.09,0.135
16.18391,-29.41622,5.09,1.131
17.813652,25.622869,5.09,1.141
18.371828,-38.656894,5.09,1.498
20.08597,19.991071,5.09,1.058
21.669749,43.273839,5.09,1.601
21.88438,25.92514,5.09,-0.155
22.100543,45.014348,5.09,1.568
22.333754,-80.439747,5.09,1.276
23.043436,42.757795,5.09,0.094
23.384602,12.31391,5.09,1.315
23.722878,10.331536,5.09,1.692
2.954801,31.934219,5.1,-0.007
3.379234,20.742069,5.1,1.231
4.167439,80.698681,5.1,0.589
4.397729,9.460968,5.1,0.074
5.831539,-66.901187,5.1,-0.128
11.812524,-26.749777,5.1,1.594
13.281425,-31.506196,5.1,0.959
14.403151,5.820131,5.1,0.124
16.020644,17.818397,5.1,0.992
16.777779,-67.109691,5.1,-0.08
17.403636,-44.162576,5.1,-0.052
18.148018,20.045233,5.1,0.176
19.309026,1.085129,5.1,1.143
21.65924,2.243558,5.1,1.034
21.750071,-9.082428,5.1,1.108
23.001417,56.945374,5.1,1.011
23.868518,-82.018818,5.1,0.934
1.49337,-21.629339,5.11,0.028
3.894151,-34.732297,5.11,-0.133
5.145472,-4.456207,5.11,0.455
6.895068,68.888309,5.11,-0.114
7.310607,-36.742735,5.11,-0.17
9.96141,41.055633,5.11,0.481
11.142778,-61.947175,5.11,0.195
13.435483,-39.755107,5.11,1.181
15.924891,-68.603001,5.11,1.108
18.40383,39.507239,5.11,0.047
18.729706,-38.323441,5.11,0.075
19.152716,76.560502,5.11,0.308
20.667347,-60.548892,5.11,0.544
20.808084,-43.988544,5.11,0.361
21.944207,63.625557,5.11,1.547
22.274045,-41.627225,5.11,0.93
22.64386,56.795632,5.11,1.537
22.734856,41.819235,5.11,0.96
1.906122,-42.49695,5.12,-0.06
3.060239,-59.737775,5.12,0.349
5.112681,-4.655163,5.12,-0.059
7.179858,-48.932098,5.12,1.251
7.367397,36.760584,5.12,1.082
7.728307,-40.933746,5.12,1.104
7.861663,1.766868,5.12,-0.116
9.273066,-44.265735,5.12,1.636
9.562374,-49.005072,5.12,-0.114
10.69908,65.71628,5.12,1.207
10.892911,54.585128,5.12,1.355
11.530223,-59.515648,5.12,0.432
12.595987,-41.021945,5.12,0.224
12.777433,16.577691,5.12,1.346
17.735752,-51.834053,5.12,0.694
18.350283,28.869954,5.12,0.212
18.523971,-18.402697,5.12,0.016
18.583998,-10.977206,5.12,0.926
19.51261,27.965276,5.12,-0.095
19.585349,-10.560444,5.12,1.122
19.850456,10.415727,5.12,0.563
20.565297,-44.516048,5.12,0.999
22.35988,-21.59823,5.12,1.057
23.05828,-34.749412,5.12,0.305
0.030402,-3.027504,5.13,-0.128
0.241008,-7.780532,5.13,1.601
1.296654,3.614466,5.13,0.071
2.467139,-33.811039,5.13,0.089
3.411267,64.585996,5.13,2.038
5.587907,-5.389696,5.13,0.02
8.334406,27.217707,5.13,0.487
8.43188,7.564506,5.13,0.934
11.54837,-31.087226,5.13,1.581
14.132154,43.854452,5.13,1.493
15.088656,-41.067236,5.13,1.011
15.577033,-28.046983,5.13,1.306
16.254257,-47.372021,5.13,-0.114
17.348391,24.499435,5.13,0
19.194597,56.859213,5.13,1.008
21.078621,-77.023767,5.13,0.49
23.982155,-52.745807,5.13,1.121
0.612903,44.488587,5.14,1.587
1.240011,-7.922826,5.14,0.448
3.506797,11.336442,5.14,-0.041
3.825748,33.091382,5.14,0.057
5.438687,-58.91252,5.14,0.986
6.057602,19.690561,5.14,-0.097
6.831838,-46.61456,5.14,0.46
6.849191,67.571934,5.14,-0.152
7.014303,-51.402585,5.14,1.652
7.060576,10.951817,5.14,1.391
7.071757,-56.749724,5.14,-0.032
7.621303,-4.110979,5.14,0.442
7.791757,33.415697,5.14,1.635
7.964368,-45.577669,5.14,1.263
8.08458,13.118215,5.14,0.018
8.22671,-46.991628,5.14,-0.139
10.782634,-56.757192,5.14,-0.08
11.476413,-42.674203,5.14,-0.028
11.616852,-61.283442,5.14,1.105
12.203311,77.616241,5.14,0.358
12.348809,-13.565724,5.14,1.048
13.304034,49.682062,5.14,-0.049
14.325689,-2.265518,5.14,1.023
15.587476,39.010067,5.14,1.65
15.948193,-33.966134,5.14,0.129
17.300189,-24.286901,5.14,1.046
18.976812,-60.20055,5.14,1.355
19.228529,2.293707,5.14,-0.071
19.424611,19.798365,5.14,0.999
19.88816,57.523482,5.14,-0.125
20.310853,34.982775,5.14,0.66
20.699186,-66.760682,5.14,-0.061
1.185213,31.424736,5.15,0.261
2.02844,-44.713509,5.15,1.471
2.535045,36.147271,5.15,1.472
6.294923,-16.815908,5.15,1.293
7.777577,37.517394,5.15,1.588
8.727854,-49.822802,5.15,-0.197
8.865787,43.726603,5.15,0.971
9.139867,66.873235,5.15,1.514
9.715895,72.252618,5.15,1.029
10.225184,-66.372811,5.15,0.217
11.121308,-42.638681,5.15,0.029
11.635371,-61.826563,5.15,-0.04
12.060973,-42.434056,5.15,0.417
12.368713,-67.522105,5.15,0.195
13.131614,-10.740408,5.15,1.138
13.78232,-36.251933,5.15,-0.007
14.766691,-25.443181,5.15,0.315
14.844773,-15.997237,5.15,0.401
15.243926,67.346722,5.15,0.55
15.267785,-41.491155,5.15,0.564
15.477288,1.842081,5.15,0.245
16.763859,8.582616,5.15,1.535
19.998665,37.042885,5.15,-0.133
20.656914,0.486445,5.15,1.06
20.667485,-18.138659,5.15,1.647
20.777462,16.124134,5.15,0.495
23.195608,8.720116,5.15,0.139
0.352017,37.968603,5.16,0.442
2.372621,55.845653,5.16,0.369
2.943729,-3.71232,5.16,0.084
3.310482,50.222174,5.16,-0.073
5.848117,-52.108873,5.16,0.96
6.523068,-12.391953,5.16,1.262
7.862862,-13.898029,5.16,0.6
8.254427,-62.915643,5.16,0.086
9.155982,22.045446,5.16,0.97
10.586017,57.082637,5.16,0.349
13.911707,-1.503125,5.16,1.093
15.08003,-64.03135,5.16,0.935
15.429832,15.428036,5.16,1.65
15.574032,-9.183416,5.16,-0.09
18.539257,-39.704001,5.16,0.079
21.381559,6.81114,5.16,0.064
21.692462,-14.047611,5.16,0.672
22.873353,9.835664,5.16,0.487
0.506293,-23.78768,5.17,0.128
0.835443,-10.644326,5.17,0.514
1.137477,54.92034,5.17,0.704
2.633909,72.818252,5.17,0.896
2.749328,12.445761,5.17,0.234
4.394681,-3.74547,5.17,0.072
7.828111,-17.228408,5.17,1.282
8.981216,-47.234688,5.17,0.268
8.990078,-59.083712,5.17,0.417
11.933599,-17.150829,5.17,-0.022
12.130565,-75.367019,5.17,1.278
12.405146,26.098606,5.17,0.082
12.687765,-13.013901,5.17,0.432
12.951212,-51.198752,5.17,-0.066
17.888341,40.007959,5.17,1.166
19.10554,-52.34091,5.17,0.532
19.416164,11.944415,5.17,0.761
19.435868,36.317896,5.17,-0.12
19.610555,44.694936,5.17,0.928
21.08729,-54.727042,5.17,1.201
21.260528,-20.651696,5.17,1.161
23.855927,-18.909163,5.17,-0.122
13.166389,17.528977,5.17,
0.358665,-28.981469,5.18,1.006
0.470454,44.394452,5.18,0.043
1.715493,70.622526,5.18,-0.022
4.110114,27.599903,5.18,-0.124
4.913027,11.426006,5.18,0.121
5.194879,16.045673,5.18,1.525
5.531318,-76.340964,5.18,1.13
5.662277,25.897091,5.18,-0.15
5.766637,-32.306435,5.18,-0.274
6.997378,-67.916443,5.18,1.396
7.411163,-16.201473,5.18,-0.035
8.355846,-36.484177,5.18,-0.187
8.42537,-51.727415,5.18,-0.164
8.666002,-53.054729,5.18,-0.147
9.239041,61.423318,5.18,0.605
10.725822,46.203877,5.18,0.324
11.288167,2.010556,5.18,1.511
11.428717,-63.972475,5.18,0.495
14.201122,69.432548,5.18,1.595
14.926287,-60.114164,5.18,1.161
18.877675,-52.10737,5.18,0.962
19.653234,5.397773,5.18,-0.001
19.842776,38.722419,5.18,1.665
20.2584,23.508906,5.18,1.016
20.525112,74.954619,5.18,0.1
21.717806,72.320084,5.18,1.063
23.787776,-50.226461,5.18,-0.164
2.375704,-23.816326,5.19,0.608
2.406919,50.006546,5.19,0.979
5.126116,-63.399679,5.19,1.646
6.070417,-6.708941,5.19,-0.066
6.453823,0.299246,5.19,1.186
7.993762,-60.587061,5.19,1.758
8.651428,-70.386745,5.19,0.013
8.830972,-32.780525,5.19,0.876
10.491306,-2.739078,5.19,-0.05
11.600744,69.322952,5.19,0.974
13.279588,9.424156,5.19,0.585
15.110444,-16.256818,5.19,1.589
15.777772,62.599557,5.19,0.062
16.513713,-61.633503,5.19,1.236
17.433344,-50.63351,5.19,1.055
20.237369,28.694817,5.19,0.191
20.926858,13.721536,5.19,1.119
21.322838,64.871855,5.19,-0.045
22.644182,63.584472,5.19,0.083
23.377547,-15.039338,5.19,0.203
0.502045,29.751557,5.2,0.271
0.587466,-3.592846,5.2,0.567
4.278638,53.611799,5.2,0.052
4.569897,-8.231352,5.2,1.708
5.916063,59.888367,5.2,0.01
6.247467,19.156448,5.2,0.43
6.491255,-56.852766,5.2,1.087
6.706757,17.645303,5.2,0.063
7.040217,24.215446,5.2,0.953
7.067444,-42.33728,5.2,0.198
7.265267,59.637467,5.2,1.081
7.462324,21.445247,5.2,0.455
8.159977,-44.122773,5.2,-0.173
8.671996,-40.263875,5.2,-0.027
8.699142,-45.410714,5.2,0.171
11.695541,-32.499404,5.2,1.475
12.34268,-22.215901,5.2,-0.09
13.095678,35.798899,5.2,-0.059
13.975319,-24.972249,5.2,-0.086
16.372618,33.799052,5.2,1.631
18.453475,0.196108,5.2,0.487
18.795726,-40.406167,5.2,0.781
18.950441,32.901273,5.2,0.594
19.123769,32.501738,5.2,0.367
21.106855,-32.341618,5.2,1.104
21.114794,38.749415,5.2,1.069
23.318518,-13.458552,5.2,0.787
1.129957,-41.486916,5.21,0.159
1.228857,7.575354,5.21,0.32
2.677666,-54.549911,5.21,0.411
4.116795,29.001299,5.21,0.359
5.980437,0.552979,5.21,0.009
6.402867,-11.530088,5.21,1.23
6.44691,58.417409,5.21,1.538
6.698996,-9.167537,5.21,1.525
11.424852,-36.063062,5.21,0.979
13.266322,-19.943103,5.21,1.011
13.549465,-10.165,5.21,0.964
15.838207,2.196509,5.21,1.019
17.387799,-47.468197,5.21,-0.097
22.57823,-20.708216,5.21,0.446
0.745666,-22.006135,5.22,0.35
2.092103,76.11506,5.22,0.954
2.978355,-2.782877,5.22,0.014
4.243398,10.011406,5.22,-0.085
4.626703,-2.473548,5.22,0.283
5.102349,58.972372,5.22,-0.08
5.363448,41.804572,5.22,-0.129
6.530083,11.544412,5.22,0.185
6.794327,48.789476,5.22,1.131
7.032329,-5.722065,5.22,1.687
7.467243,6.941968,5.22,0.221
7.792085,-46.60849,5.22,-0.151
7.991217,-39.296944,5.22,0.4
8.954152,15.322762,5.22,0.149
11.212568,-64.16977,5.22,-0.082
11.443174,-61.115167,5.22,-0.077
12.035239,43.0456,5.22,0.283
12.760294,7.673326,5.22,0.322
14.331002,-61.272972,5.22,0.281
14.783694,-52.383518,5.22,0.984
16.796227,5.246746,5.22,-0.001
18.827807,-20.324656,5.22,1.404
18.831366,32.551058,5.22,0.1
19.380801,26.262403,5.22,-0.119
20.024594,64.820974,5.22,1.598
21.490816,46.540585,5.22,0.965
23.52149,39.236198,5.22,1.029
1.352047,28.738207,5.23,1.396
2.213355,21.210993,5.23,0.457
3.109303,-6.088555,5.23,1.575
6.741241,-31.070523,5.23,-0.127
7.402352,40.672389,5.23,1.249
8.161988,-47.937193,5.23,-0.199
8.927689,27.927481,5.23,1
8.992405,32.418559,5.23,0.913
9.029046,-52.188685,5.23,-0.12
9.129115,10.668191,5.23,-0.092
9.981191,-35.890973,5.23,0.3
10.774889,-64.263242,5.23,-0.077
10.891536,-20.138731,5.23,0.48
12.924598,65.438474,5.23,0.303
14.795779,-26.0875,5.23,0.938
15.710645,-37.424935,5.23,0.987
16.24469,33.858613,5.23,0.599
16.859367,-41.230534,5.23,0.047
16.909915,-6.153982,5.23,1.1
17.58317,61.874554,5.23,0.602
19.149976,6.073207,5.23,0.346
20.03373,24.938043,5.23,0.374
0.195552,-35.133119,5.24,0.459
0.844768,-50.986816,5.24,0.356
1.70827,20.268504,5.24,0.836
3.014501,52.351744,5.24,-0.049
3.303309,-62.506363,5.24,0.6
3.604837,-17.467064,5.24,-0.117
3.741808,-1.163091,5.24,-0.088
3.794347,-23.874677,5.24,0.075
3.838593,25.579362,5.24,0.231
4.364796,-63.386391,5.24,0.955
4.569936,-8.970258,5.24,1.465
5.391065,57.544395,5.24,-0.011
5.594301,-4.856067,5.24,0.269
6.778983,43.577427,5.24,0.575
7.309309,-39.210285,5.24,0.026
7.534986,1.914481,5.24,0.23
8.631154,-26.255,5.24,-0.03
9.240136,-43.227493,5.24,-0.137
9.27826,-6.353144,5.24,1.172
11.641002,8.134298,5.24,1.499
13.189789,-43.368553,5.24,1.049
15.104638,54.556318,5.24,0.958
16.230807,-11.837747,5.24,1.394
16.462071,-7.597929,5.24,1.721
16.50932,20.479188,5.24,1.274
18.405067,-44.110256,5.24,-0.163
19.951749,-58.901351,5.24,0.014
20.654533,-14.95476,5.24,-0.129
20.984753,4.29461,5.24,0.457
21.700192,-23.262858,5.24,0.991
22.196848,56.839357,5.24,0.534
22.792535,-19.613375,5.24,0.941
23.736688,-18.276938,5.24,-0.084
18.051202,-8.181708,5.24,0.38
1.702389,-32.32697,5.25,1.044
2.265635,33.358895,5.25,-0.004
2.817062,-62.806521,5.25,0.101
5.39171,-13.927352,5.25,-0.219
6.539271,-37.696702,5.25,0.982
6.629891,-32.339735,5.25,1.177
7.771167,10.768252,5.25,0.018
8.071164,-32.674829,5.25,1.882
10.293834,-8.068914,5.25,0.336
10.518048,82.558587,5.25,0.399
15.630441,40.353433,5.25,0.886
17.634871,-54.500434,5.25,0.195
18.039736,20.833632,5.25,-0.1
18.380288,17.826616,5.25,1.25
18.762989,74.085553,5.25,0.953
19.121703,36.100157,5.25,-0.109
21.21751,-39.424922,5.25,0.46
22.691292,40.225449,5.25,-0.137
23.059128,67.20921,5.25,1.248
2.821544,17.464309,5.26,-0.066
3.071254,-7.600857,5.26,0.193
4.343419,15.095453,5.26,0.225
4.344541,65.140441,5.26,0.82
5.800065,6.454156,5.26,0.234
6.586684,28.022314,5.26,-0.008
9.238335,-55.569629,5.26,0.98
9.301633,-51.050859,5.26,-0.062
9.970382,12.4448,5.26,-0.035
10.145223,-65.815438,5.26,0.973
10.875236,-57.240405,5.26,0.13
11.598771,-47.641643,5.26,0.257
11.679742,21.35273,5.26,0.984
11.911816,-25.713887,5.26,0.883
13.868021,-52.81153,5.26,-0.084
14.138145,49.458167,5.26,1.637
15.490075,-46.732704,5.26,1.731
15.608216,10.010176,5.26,0.925
16.363536,69.109391,5.26,1.115
18.995966,26.230404,5.26,1.228
22.064709,63.11992,5.26,1.557
1.501695,47.007274,5.27,0.999
2.085315,77.281341,5.27,0.345
2.21513,-30.723825,5.27,-0.013
2.525027,2.267182,5.27,1.271
2.527834,-79.109382,5.27,0.981
3.353784,21.147086,5.27,-0.067
4.423614,22.199998,5.27,0.25
6.328555,-7.822908,5.27,-0.177
6.789278,-37.929698,5.27,-0.078
7.560134,15.826662,5.27,0.055
8.587658,-58.224735,5.27,-0.133
9.928612,49.819843,5.27,0.086
10.223016,-51.232971,5.27,0.257
10.481274,-64.172278,5.27,1.856
11.782116,55.62819,5.27,1.276
12.713965,-63.058624,5.27,0.195
13.445325,-12.707664,5.27,1.477
14.905592,-24.642202,5.27,1.336
16.340795,-78.667496,5.27,1.413
17.026767,33.56827,5.27,0.028
17.052419,-53.237028,5.27,0.498
18.984928,13.622245,5.27,0.573
20.282024,40.365075,5.27,1.65
21.848413,-82.718904,5.27,0.756
22.083469,62.785671,5.27,1.413
22.219501,86.107955,5.27,-0.03
23.707729,-15.448033,5.27,1.344
1.641926,73.04004,5.28,0.972
3.94347,50.695381,5.28,0.425
