ra,dec,mag,ci
14.860641,-43.575359,4.32,-0.154
17.347128,-12.846875,4.32,0.037
7.469387,8.92553,4.33,1.425
12.885258,-48.943315,4.33,1.344
14.436336,-45.379276,4.33,0.434
17.255836,-26.602829,4.33,0.855
18.143,-63.668553,4.33,0.228
18.331031,36.064547,4.33,1.162
11.303118,31.528783,4.33,0.59
0.61468,33.719344,4.34,-0.123
0.642602,29.311751,4.34,0.871
1.185017,55.149901,4.34,0.17
5.746223,-65.735526,4.34,0.217
6.530935,-23.418422,4.34,-0.245
8.344115,-77.484477,4.34,1.161
9.270024,-57.541473,4.34,1.602
9.613772,-49.355026,4.34,0.173
14.028748,-45.603421,4.34,0.598
15.634232,-42.567348,4.34,1.412
17.441911,4.14036,4.34,1.48
18.746209,37.605115,4.34,0.192
18.783686,18.181519,4.34,0.148
21.74186,17.350017,4.34,1.161
22.492173,47.706887,4.34,1.679
3.193822,19.726677,4.35,1.033
4.843534,8.900176,4.35,0.01
6.58294,-52.975607,4.35,-0.021
6.954612,58.422759,4.35,0.85
8.132173,-68.617062,4.35,-0.113
8.807214,5.837812,4.35,-0.044
12.448966,28.268423,4.35,1.128
15.297178,-30.148673,4.35,1.1
17.536918,86.58646,4.35,0.021
18.387117,-61.493901,4.35,1.462
19.272804,38.133731,4.35,1.258
21.749113,-33.025781,4.35,-0.053
0.525725,-62.958218,4.36,-0.064
0.722567,-57.46306,4.36,0.024
2.216665,8.846717,4.36,0.878
3.509579,47.995216,4.36,1.367
4.078253,22.081926,4.36,1.064
4.881575,-5.452695,4.36,0.257
5.220522,-12.941291,4.36,-0.094
5.958947,-35.28328,4.36,-0.165
6.935618,-17.054242,4.36,-0.063
8.143236,-2.983786,4.36,0.97
14.10077,-41.179633,4.36,-0.198
19.612022,-1.286601,4.36,-0.079
0.032672,-6.014072,4.37,1.631
6.275871,-35.140519,4.37,0.978
7.311802,-24.954375,4.37,-0.132
11.002572,-42.225859,4.37,0.116
18.14597,20.814557,4.37,-0.164
19.995605,-35.276305,4.37,-0.15
13.165831,-5.53901,4.38,-0.008
20.148145,77.711419,4.38,-0.046
23.434108,-20.642014,4.38,1.46
23.549512,-37.818268,4.38,-0.095
1.894102,-46.302669,4.39,1.597
3.825357,65.525972,4.39,1.87
5.580344,9.489579,4.39,-0.157
5.906386,20.276174,4.39,0.594
6.396135,4.592865,4.39,0.215
8.03776,2.334571,4.39,1.252
10.131742,9.997508,4.39,1.448
15.048344,2.091303,4.39,1.026
16.900131,10.165359,4.39,-0.088
17.350101,-21.112933,4.39,0.394
19.668275,18.01389,4.39,0.777
19.68415,17.476041,4.39,1.041
21.331096,-53.449427,4.39,0.191
0.953445,23.417648,4.4,0.94
7.801436,-25.937169,4.4,-0.07
8.150455,-19.245014,4.4,-0.16
18.949177,-67.233495,4.4,0.53
21.965293,-54.992575,4.4,0.297
6.830921,-53.622449,4.41,0.899
7.185659,30.245163,4.41,1.261
14.383956,-39.511819,4.41,-0.185
17.512308,26.110645,4.41,1.434
17.975041,30.189277,4.41,0.38
21.298632,34.896898,4.41,-0.103
23.131623,75.387496,4.41,0.802
23.298393,-9.182513,4.41,-0.144
23.313733,-32.532027,4.41,1.109
6.126201,14.768472,4.42,-0.164
6.631506,-18.237478,4.42,1.137
7.225637,-44.639739,4.42,1.331
7.237559,-26.352507,4.42,-0.17
8.234143,-40.34789,4.42,1.17
11.038827,20.179842,4.42,0.053
14.838147,-27.960371,4.42,1.366
15.77406,7.353073,4.42,0.604
18.029222,1.305076,4.42,0.046
22.392675,52.229046,4.42,1.015
23.422993,23.404101,4.42,0.617
3.769037,-12.101589,4.43,1.604
4.254537,-7.652871,4.43,0.82
4.95478,53.752101,4.43,-0.017
19.229302,39.145968,4.43,-0.15
20.044299,-27.709845,4.43,1.64
20.397671,32.190172,4.43,1.331
20.724315,15.074581,4.43,0.302
20.795621,-5.027701,4.43,1.639
0.244005,-18.932866,4.44,1.64
0.811373,7.585079,4.44,1.5
4.274738,-59.302156,4.44,1.078
4.676039,-41.863752,4.44,0.342
6.327052,59.010964,4.44,0.032
7.567551,-22.296067,4.44,0.521
8.189304,-39.618545,4.44,1.59
8.309258,-36.659288,4.44,0.222
14.543629,-50.457157,4.44,-0.177
19.478427,24.664905,4.44,1.502
1.690526,5.487613,4.45,1.347
2.818169,-32.405898,4.45,0.981
5.204973,-11.869219,4.45,-0.099
6.198999,14.208765,4.45,-0.18
8.645955,3.341435,4.45,1.216
9.001505,-41.253605,4.45,0.646
10.59314,-57.557636,4.45,1.604
10.763087,-80.540188,4.45,-0.188
11.277695,-3.651601,4.45,0.21
16.535611,-21.46639,4.45,0.13
19.259229,73.355468,4.45,1.257
19.568153,7.378941,4.45,1.176
2.484437,67.402474,4.46,0.153
3.904862,-2.95473,4.46,0.672
5.221523,2.861265,4.46,1.166
9.147863,51.604648,4.46,0.288
11.194302,-22.825847,4.46,0.025
12.134788,-50.661278,4.46,-0.163
16.453067,-47.554786,4.46,-0.07
22.875427,-32.875504,4.46,-0.037
2.751715,-18.572563,4.47,0.481
3.338989,29.048458,4.47,1.555
4.975806,1.714016,4.47,1.369
6.469503,-32.58007,4.47,-0.169
6.548396,7.332965,4.47,0.023
7.970678,-49.244912,4.47,-0.18
9.085785,-72.602705,4.47,0.607
9.410906,26.182324,4.47,1.222
9.580405,52.051477,4.47,0.027
11.852419,-45.17347,4.47,1.283
14.578,29.74513,4.47,0.364
14.953055,-4.346462,4.47,0.318
21.241337,10.006981,4.47,0.529
22.101914,-39.543353,4.47,1.349
0.74542,48.284364,4.48,-0.069
4.014946,-62.159284,4.48,1.5
4.439094,15.618265,4.48,0.262
6.79768,2.412159,4.48,1.099
10.1323,-0.371637,4.48,-0.032
15.389625,-59.320787,4.48,0.169
16.401718,-20.037327,4.48,0.996
23.064615,3.820045,4.48,-0.115
23.111345,-23.743115,4.48,0.892
2.032644,70.90702,4.49,0.164
4.55849,-29.766492,4.49,0.972
6.733137,13.228017,4.49,1.167
7.20935,-46.759305,4.49,0.324
7.877402,-38.862812,4.49,-0.188
10.123821,35.244693,4.49,0.19
14.678768,16.418324,4.49,-0.002
19.607372,50.221103,4.49,0.395
21.118797,-25.005853,4.49,1.604
21.73571,28.742632,4.49,0.512
23.700779,1.780041,4.49,0.2
23.712039,-14.544905,4.49,-0.032
23.998594,-65.577132,4.49,-0.075
5.653096,4.121467,4.5,-0.098
5.830451,-56.166663,4.5,1.075
8.778487,-56.769776,4.5,-0.169
10.348557,-56.04322,4.5,-0.102
11.799762,20.218931,4.5,0.547
13.78771,17.456906,4.5,0.508
20.262816,27.814242,4.5,1.258
21.159902,-11.371693,4.5,0.926
21.478721,-21.80718,4.5,0.889
22.139722,-32.988468,4.5,0.054
22.231312,39.714927,4.5,1.385
22.675233,44.276305,4.5,1.318
0.305463,36.785224,4.51,0.054
1.194342,30.089638,4.51,1.092
5.819567,39.181071,4.51,0.949
9.487423,-35.951335,4.51,1.408
9.655839,-61.32806,4.51,-0.07
15.692516,19.670401,4.51,0.062
20.04696,67.873565,4.51,1.313
20.733966,-51.920971,4.51,0.278
21.618008,-19.466011,4.51,-0.18
22.455531,-64.966354,4.51,-0.029
23.906398,57.499382,4.51,1.19
2.79848,29.247118,4.52,1.112
13.377211,-60.988393,4.52,-0.141
13.400128,-64.535668,4.52,0.822
14.318498,-13.371095,4.52,0.128
15.074098,26.947649,4.52,1.24
18.187157,-45.954418,4.52,1.009
19.362117,-15.955018,4.52,0.079
20.755878,57.579725,4.52,0.535
21.499137,23.638838,4.52,1.618
22.508128,43.123376,4.52,-0.086
0.525946,-62.965561,4.53,0.147
0.830234,41.078911,4.53,-0.136
6.00093,-3.074253,4.53,1.202
7.622809,-34.96853,4.53,-0.081
14.224718,51.789965,4.53,0.233
17.443856,-5.086596,4.53,0.385
17.792674,-27.830788,4.53,0.6
20.790149,36.490717,4.53,-0.083
23.20916,49.406207,4.53,0.302
5.302935,33.371613,4.54,1.252
6.584274,-22.964793,4.54,-0.035
9.533036,-1.184664,4.54,0.109
9.570384,36.397558,4.54,0.914
9.574703,69.830343,4.54,0.781
14.856493,19.10046,4.54,0.72
15.203692,-19.79171,4.54,-0.071
15.385931,-36.858489,4.54,-0.155
19.94912,-27.169899,4.54,1.462
23.116739,9.409492,4.54,1.559
23.485915,12.760554,4.54,0.939
0.06233,-17.335988,4.55,-0.047
3.49854,58.87875,4.55,0.489
5.07344,-35.482978,4.55,1.177
7.001081,76.977408,4.55,1.365
7.496606,12.006564,4.55,1.276
9.868433,54.064332,4.55,0.038
15.598126,-44.958389,4.55,-0.175
16.343939,-24.16932,4.55,0.758
18.134716,-28.457093,4.55,0.938
21.698652,71.311417,4.55,1.108
22.350428,46.536569,4.55,-0.1
22.408609,49.476392,4.55,0.092
2.858566,35.059741,4.56,1.554
3.979095,-61.400185,4.56,1.59
5.88879,27.612262,4.56,-0.008
9.108825,38.452215,4.56,1.037
11.253397,23.095502,4.56,1.657
14.435619,-45.221424,4.56,-0.147
17.594332,-46.505684,4.56,-0.02
20.868801,27.096979,4.56,0.835
21.110026,47.648403,4.56,1.569
3.618244,-40.274545,4.57,1.023
16.423598,14.03327,4.57,0.002
16.426422,-23.447178,4.57,0.227
17.698978,72.148843,4.57,0.434
18.912468,22.645076,4.57,0.782
19.139156,-40.496703,4.57,1.07
19.891026,24.079614,4.57,-0.047
5.589768,-4.838358,4.58,-0.183
9.861298,-46.54762,4.58,1.172
10.725639,-60.566619,4.58,1.7
13.204892,-59.920579,4.58,-0.073
13.857205,64.723272,4.58,1.572
16.205057,-27.926372,4.58,-0.172
17.630754,-8.118771,4.58,0.132
23.343956,23.740337,4.58,0.18
0.688766,-46.085007,4.59,0.953
3.713908,-37.313518,4.59,1.191
3.839302,71.332266,4.59,0.064
5.447286,3.095674,4.59,-0.199
8.67024,64.327936,4.59,1.179
9.485805,-2.768964,4.59,0.411
10.326877,-55.029305,4.59,1.6
11.210005,-60.317625,4.59,0.541
15.82657,26.068394,4.59,0.794
15.893533,-25.327142,4.59,-0.073
18.739661,39.612721,4.59,0.18
19.611786,-24.883623,4.59,-0.075
23.815427,-28.130268,4.59,0.001
4.304056,50.295502,4.6,0.043
10.085408,-13.064626,4.6,-0.087
10.945289,-37.137765,4.6,1.006
14.754017,16.96428,4.6,0.972
15.422285,-38.73362,4.6,0
15.877903,42.451518,4.6,0.563
19.344467,65.714531,4.6,0.033
0.088928,-5.707618,4.61,1.029
0.284863,38.681636,4.61,0.059
1.892597,3.187536,4.61,0.928
3.188163,39.611582,4.61,1.115
7.445237,49.211527,4.61,-0.001
7.997792,-18.399228,4.61,0.087
15.569638,-10.064529,4.61,1
20.565052,35.250852,4.61,1.593
0.944432,59.181056,4.62,0.957
3.998745,-24.016215,4.62,-0.121
5.051596,21.589962,4.62,0.155
5.532183,-7.301537,4.62,-0.261
9.134133,-25.858536,4.62,1.594
11.083619,7.336007,4.62,0.332
11.109015,-62.424113,4.62,0.988
11.579355,-54.264091,4.62,-0.077
12.772981,-56.488815,4.62,-0.15
12.910889,-59.146701,4.62,-0.153
16.463385,-8.371731,4.62,0.185
18.008058,-3.690269,4.62,0.39
18.558383,-42.31251,4.62,0.994
18.936995,4.203595,4.62,0.161
2.986868,21.340429,4.63,0.048
7.725663,-28.410885,4.63,1.632
7.884344,-49.613044,4.63,-0.228
8.727882,-7.23373,4.63,0.84
9.262522,-37.413144,4.63,0.473
12.664594,-39.987302,4.63,-0.082
13.678967,54.681634,4.63,1.63
14.959743,65.93246,4.63,1.59
15.849652,-25.751295,4.63,-0.072
16.058931,-57.775064,4.63,0.252
18.522896,-62.278302,4.63,-0.116
18.853348,59.388351,4.63,1.185
23.962647,25.141401,4.63,1.584
3.895195,-24.61223,4.64,-0.136
4.914924,10.150833,4.64,0.085
6.065329,20.138452,4.64,0.236
13.777604,-51.432766,4.64,0.955
15.656299,36.635812,4.64,-0.103
15.686505,-44.661205,4.64,0.413
16.830563,-10.783,4.64,0.478
17.294517,37.291498,4.64,0.043
18.121767,8.733867,4.64,0.951
19.441969,0.33857,4.64,0.576
20.588482,14.674213,4.64,0.12
22.622899,51.545123,4.64,0.254
23.069702,50.052091,4.64,1.058
2.724198,27.707146,4.65,-0.122
4.564143,14.844424,4.65,0.255
5.076153,15.404105,4.65,-0.064
5.901658,-63.089627,4.65,1.022
7.30511,-36.733962,4.65,-0.099
7.511834,-30.962281,4.65,0.904
7.589694,-28.369323,4.65,-0.111
10.456798,-57.638805,4.65,0.474
12.014553,6.614322,4.65,0.122
16.053579,-49.229695,4.65,0.902
9.511764,-40.465622,4.65,
1.190894,21.03465,4.66,1.024
1.826418,-10.68641,4.66,0.333
6.682961,9.895754,4.66,-0.233
6.927064,-20.136497,4.66,0.374
7.276387,-27.881179,4.66,1.589
8.721431,21.468501,4.66,0.01
9.093994,-70.538497,4.66,-0.149
10.899648,43.189956,4.66,-0.039
12.654102,-7.995564,4.66,1.24
12.709858,-48.813109,4.66,1.075
15.662772,-34.411926,4.66,0.964
18.083674,-29.580087,4.66,0.774
18.300886,-27.042641,4.66,1.629
18.394329,-8.934383,4.66,0.932
20.018346,27.753573,4.66,0.184
1.229152,24.583713,4.67,1.047
3.489456,49.508948,4.67,-0.096
4.248143,40.483671,4.67,1.007
4.654583,15.917977,4.67,0.147
6.10259,-14.935254,4.67,0.046
8.203535,17.647771,4.67,0.531
9.181941,63.513633,4.67,0.381
18.000949,16.750919,4.67,1.254
18.486626,-14.565813,4.67,0.076
18.738984,39.670123,4.67,0.17
19.539149,69.661175,4.67,0.786
21.021517,-32.257767,4.67,0.89
1.565528,59.23204,4.68,0.991
1.915572,-67.647303,4.68,0.931
2.074844,-29.296819,4.68,-0.156
2.979352,39.662728,4.68,0.065
8.938686,-52.723475,4.68,-0.115
9.640913,4.649293,4.68,1.31
10.003557,8.044223,4.68,1.589
10.645337,31.976237,4.68,0.823
13.532746,-6.255816,4.68,1.606
13.57425,49.015973,4.68,0.132
16.339119,-78.695745,4.68,1.68
19.656279,30.153321,4.68,0.971
21.629197,-7.854201,4.68,0.175
22.726454,-18.830375,4.68,1.358
4.443437,14.713782,4.69,0.979
5.318995,40.099051,4.69,0.63
7.638346,-25.364804,4.69,-0.1
7.805608,-47.077722,4.69,1.039
8.020371,-1.392608,4.69,1.475
10.645834,-59.182997,4.69,1.562
12.76055,-60.981318,4.69,1.049
21.701573,51.189622,4.69,-0.119
22.055486,-56.785977,4.69,1.056
23.584599,-42.615075,4.69,0.078
5.340811,-21.239763,4.7,-0.048
11.611365,-9.802247,4.7,-0.073
11.670221,-34.74466,4.7,-0.07
16.899924,-42.362025,4.7,0.444
18.704563,-9.052549,4.7,0.358
19.930651,-26.299506,4.7,0.748
21.172361,10.131579,4.7,0.262
22.906789,84.346177,4.7,1.418
23.554618,-20.914504,4.7,0.02
2.99525,8.907365,4.71,-0.109
3.489558,-62.937527,4.71,0.41
4.875545,14.250642,4.71,1.773
5.091853,-57.472704,4.71,0.526
5.49555,-1.092239,4.71,1.592
5.545465,32.192022,4.71,0.281
9.35822,-25.965439,4.71,1.633
9.386739,-28.833873,4.71,0.892
11.746049,-18.350674,4.71,0.958
13.104642,-48.463289,4.71,-0.148
13.960809,-63.686696,4.71,1.075
19.904134,8.461453,4.71,1.023
21.298966,-32.172539,4.71,0.07
23.165249,-22.457611,4.71,0.674
1.432208,68.130012,4.72,1.047
5.362708,-0.382465,4.72,-0.168
5.850675,37.305573,4.72,1.621
6.171642,-54.968645,4.72,-0.229
8.187863,-12.926999,4.72,0.939
9.45511,-22.343783,4.72,1.154
10.431895,33.79612,4.72,0.26
10.505581,-71.992793,4.72,0.042
10.553865,40.42556,4.72,0.222
12.072008,-63.165711,4.72,-0.081
12.345286,17.792868,4.72,1.01
13.292379,40.572608,4.72,0.306
16.046634,46.036705,4.72,-0.094
17.276857,-0.445297,4.72,1.119
21.710973,-18.866323,4.72,0.868
2.42706,50.278631,4.73,1.532
6.910732,13.177827,4.73,0.321
8.190526,-42.987278,4.73,0.164
11.030465,-2.484585,4.73,1.593
16.108176,-45.173185,4.73,0.23
16.149529,36.490944,4.73,1.015
20.877565,-8.983318,4.73,0.325
0.529539,54.522289,4.74,-0.098
1.324443,27.264059,4.74,0.032
2.534786,-15.244677,4.74,0.454
2.663326,-42.89167,4.74,0.061
3.333129,65.652292,4.74,-0.108
3.510294,-5.075145,4.74,-0.092
8.150213,-61.302429,4.74,0.437
8.686982,-47.317125,4.74,0.137
9.04242,67.629619,4.74,1.542
13.306763,-18.311196,4.74,0.709
14.165242,-53.438946,4.74,0.938
15.85442,20.977919,4.74,1.534
17.996543,-23.816133,4.74,-0.03
19.051907,-42.095105,4.74,-0.027
19.529534,34.452968,4.74,-0.15
20.997098,47.520951,4.74,-0.084
22.055234,-2.155363,4.74,-0.1
23.630827,-45.492351,4.74,0.082
7.243928,-48.271927,4.75,-0.091
11.80403,-66.81491,4.75,1.522
13.886817,-31.927612,4.75,-0.111
14.269439,51.367231,4.75,0.236
15.699111,-19.678828,4.75,1.574
15.711395,-34.710407,4.75,-0.151
20.593003,-60.581749,4.75,0.291
23.3104,68.111445,4.75,0.836
0.523594,-48.803514,4.76,0.018
2.841255,-75.066947,4.76,1.337
2.850645,-21.004019,4.76,0.906
5.874011,1.855134,4.76,1.382
6.314105,69.319787,4.76,0.025
7.961141,-30.33457,4.76,0.151
9.688058,-23.591514,4.76,-0.117
10.703926,-64.466426,4.76,-0.139
11.318864,38.185557,4.76,0.113
12.400414,51.562257,4.76,0.877
12.982068,17.409446,4.76,1.568
13.457546,-15.973578,4.76,1.096
13.863188,34.44424,4.76,1.611
14.376971,-58.459117,4.76,0.795
17.366531,-67.770668,4.76,1.194
17.673276,-49.415587,4.76,0.415
19.270289,21.390428,4.76,-0.058
21.632007,62.08194,4.76,0.246
23.118539,25.468259,4.76,1.285
0.7365,-10.60955,4.77,0.998
3.092338,56.705719,4.77,1.018
5.648079,-7.212829,4.77,0.139
6.788842,8.037254,4.77,1.396
9.329551,-11.974853,4.77,0.927
11.505248,-3.003501,4.77,1.529
12.905879,-9.538994,4.77,1.59
17.615859,68.75797,4.77,0.43
18.051367,-8.180349,4.77,0.41
18.542923,57.045599,4.77,0.611
20.059291,-37.940699,4.77,1.417
20.296445,38.03293,4.77,0.377
20.344393,-12.75908,4.77,-0.047
20.481004,-17.813687,4.77,0.386
22.791378,83.15383,4.77,1.257
0.026616,-77.065724,4.78,1.254
0.883471,-1.14426,4.78,1.55
2.141454,37.859077,4.78,0.12
3.767314,63.345047,4.78,0.747
4.509342,16.194014,4.78,0.17
4.998816,-12.537416,4.78,0.267
5.584078,-6.002027,4.78,-0.248
8.140963,51.50667,4.78,0.048
8.224866,-35.899518,4.78,-0.11
9.736694,-27.769471,4.78,0.516
10.328938,19.470914,4.78,0.452
12.375087,25.84616,4.78,0.515
13.293412,5.469869,4.78,1.638
14.345159,-45.18706,4.78,0.31
14.384942,-27.754017,4.78,1.3
17.523598,-23.962643,4.78,0.016
17.83642,-40.090435,4.78,0.259
18.757465,-64.871259,4.78,0.199
22.355372,28.330529,4.78,-0.01
22.464312,4.695664,4.78,1.039
0.243378,20.206702,4.79,1.572
1.965478,23.596061,4.79,0.29
4.877218,36.703187,4.79,1.414
8.375471,-48.490381,4.79,-0.146
9.349117,-62.404632,4.79,0.926
13.25416,-67.894589,4.79,-0.078
15.85387,35.657382,4.79,0.996
16.503466,-25.115224,4.79,-0.116
17.819577,-31.703203,4.79,-0.028
18.004388,4.368615,4.79,-0.1
20.254415,25.591957,4.79,-0.181
22.163441,72.341207,4.79,0.919
22.260253,-41.3467,4.79,0.79
0.701081,50.512526,4.8,-0.105
0.884511,61.12397,4.8,0.54
3.263896,-8.81973,4.8,0.232
4.359211,46.498878,4.8,-0.022
4.401599,17.44413,4.8,0.154
5.023985,-7.173965,4.8,-0.164
6.655507,42.488877,4.8,1.236
9.173204,67.134018,4.8,0.489
9.269808,54.021857,4.8,0.199
9.341394,-9.555695,4.8,0.913
10.735258,-63.961072,4.8,-0.134
12.580857,22.629259,4.8,0.012
13.119646,27.624741,4.8,1.482
14.147498,77.547514,4.8,1.368
14.29995,35.509505,4.8,1.057
14.723712,26.52785,4.8,1.672
15.035141,25.008138,4.8,1.506
16.304973,-28.61402,4.8,0.008
17.288769,33.1001,4.8,-0.166
20.22168,46.815675,4.8,0.1
20.887431,44.38726,4.8,-0.134
21.346008,-40.809465,4.8,0.029
22.421284,1.377401,4.8,-0.171
22.695947,29.307641,4.8,-0.013
11.303118,31.528783,4.8,
5.161654,15.597232,4.81,0.313
5.229288,-67.185255,4.81,1.274
5.291411,-34.895207,4.81,0.987
5.966571,25.953912,4.81,-0.088
8.005547,-63.567456,4.81,-0.173
9.584399,39.621493,4.81,0.992
11.410164,-10.859323,4.81,1.556
14.470038,-2.227957,4.81,0.693
18.422511,-20.541679,4.81,1.31
20.642038,21.201174,4.81,-0.03
20.815637,46.114134,4.81,0.571
1.952792,-47.385277,4.82,0.864
5.223811,38.484498,4.82,0.189
6.654644,-14.145764,4.82,1.459
6.892474,-20.224254,4.82,-0.212
7.563323,-14.523892,4.82,1.362
10.372108,-41.64996,4.82,1.095
10.510461,55.980536,4.82,0.541
12.442158,-51.450635,4.82,-0.141
13.624345,36.294898,4.82,0.239
14.173315,25.091677,4.82,0.541
16.038248,22.804454,4.82,0.066
16.367875,1.029039,4.82,0.338
16.820615,45.983323,4.82,0.087
17.017667,-4.222644,4.82,1.483
18.433069,65.56348,4.82,1.179
18.90661,71.297192,4.82,1.151
21.073417,-19.854991,4.82,0.169
22.358632,12.205186,4.82,-0.132
22.510782,-10.67795,4.82,-0.053
23.295732,49.0153,4.82,1.668
23.696057,-17.816533,4.82,0.822
0.916715,58.972698,4.83,1.216
1.460915,45.406687,4.83,0.421
2.659398,-11.872156,4.83,0.447
2.759048,-67.616617,4.83,0.058
7.147519,-39.655657,4.83,-0.179
7.276898,-23.315594,4.83,1.601
8.356397,-33.054366,4.83,1.419
8.707054,-53.113984,4.83,-0.173
13.059256,-49.527264,4.83,0.029
15.063174,47.65406,4.83,0.647
15.213776,-44.500414,4.83,-0.177
16.477373,41.881677,4.83,1.289
17.080376,-34.12293,4.83,0.257
18.767911,26.66213,4.83,1.199
18.951019,-5.846314,4.83,1.057
18.978721,-37.107357,4.83,0.396
1.503087,6.14382,4.84,1.372
2.220369,44.231652,4.84,1.476
2.284191,34.224231,4.84,0.607
3.322693,3.370198,4.84,0.681
4.232329,9.263824,4.84,0.799
5.688255,16.534148,4.84,-0.125
7.657595,-38.308021,4.84,-0.189
8.5888,-58.009228,4.84,0.981
11.009347,3.617494,4.84,1.144
11.754733,8.258119,4.84,0.174
14.329233,16.306948,4.84,1.228
16.543415,11.488041,4.84,1.495
16.681978,64.589046,4.84,1.212
16.754946,56.781857,4.84,0.375
19.982555,-26.195767,4.84,0.882
22.724993,-41.414347,4.84,1.027
22.760519,-53.500121,4.84,1.18
23.110226,59.41976,4.84,-0.06
16.072774,-11.374611,4.84,0.45
3.198957,74.393659,4.85,0.035
3.312174,34.222653,4.85,1.491
7.497615,-23.024287,4.85,0.243
10.148957,-51.811261,4.85,-0.12
13.200901,-37.803022,4.85,0.693
15.294136,-63.610465,4.85,1.26
17.946507,-44.342246,4.85,1.176
18.347795,3.377165,4.85,0.911
18.974378,-52.938629,4.85,-0.051
0.465472,-33.007167,4.86,1.634
3.30614,-22.511118,4.86,0.904
6.770595,59.44167,4.86,0.084
8.661799,-29.561084,4.86,0.9
10.584878,75.712948,4.86,0.957
13.286952,-66.783438,4.86,1.48
14.389638,8.446617,4.86,0.01
14.694097,8.161764,4.86,0.992
16.368287,30.891996,4.86,0.97
16.568061,-44.045315,4.86,0.045
16.645794,48.928342,4.86,1.562
17.537767,55.172958,4.86,0.279
17.723833,-21.683194,4.86,0.469
18.738711,-35.641987,4.86,-0.168
18.902827,-22.744834,4.86,1.412
19.259007,-25.256682,4.86,0.569
20.626465,-61.529918,4.86,0.447
22.094653,5.05853,4.86,1.443
1.372337,45.528778,4.87,1.077
2.597909,5.593246,4.87,0.88
3.24836,21.044441,4.87,-0.007
4.239914,-10.256283,4.87,1.156
7.220377,-45.182739,4.87,-0.003
8.695371,-15.943384,4.87,1.063
8.925434,-27.681871,4.87,0.142
9.903425,-25.932345,4.87,1.199
10.620481,-27.412634,4.87,1.626
10.780898,-64.383474,4.87,-0.149
19.772707,-19.761113,4.87,1.061
21.579596,38.534054,4.87,1.085
2.432501,-12.29048,4.88,-0.027
5.460579,21.936965,4.88,-0.14
5.816935,24.567535,4.88,1.021
5.885245,-33.801361,4.88,-0.154
7.311216,-24.558701,4.88,-0.16
11.993796,-78.221839,4.88,-0.054
12.698071,10.235625,4.88,0.076
13.004576,30.785021,4.88,1.165
16.93375,65.134796,4.88,0.481
17.963279,-41.716295,4.88,1.617
18.725348,-8.275215,4.88,1.112
19.293911,-18.952908,4.88,1.013
19.586942,-48.099202,4.88,1.096
23.784284,58.651989,4.88,1.122
23.977883,-3.555983,4.88,0.93
23.983482,55.754928,4.88,-0.071
0.187739,-15.467977,4.89,0.487
4.831846,37.488275,4.89,1.447
5.412452,1.846445,4.89,-0.2
5.825814,12.651324,4.89,-0.068
7.65276,34.584346,4.89,0.413
7.768736,18.510043,4.89,1.425
10.522775,-53.715484,4.89,0.5
10.625909,-13.384543,4.89,2.8
11.775376,-40.500354,4.89,0.664
11.864237,-65.20591,4.89,-0.123
12.888263,21.244943,4.89,0.904
14.303877,-81.00776,4.89,0.243
17.089636,12.740828,4.89,0.125
17.536251,55.184243,4.89,0.251
19.737943,37.354355,4.89,0.948
20.8328,-33.779722,4.89,1.004
22.654355,39.050269,4.89,-0.207
23.500536,58.54892,4.89,-0.122
0.813892,50.968168,4.9,-0.091
1.427009,-14.598796,4.9,1.231
5.707953,1.474629,4.9,1.144
6.960309,45.094094,4.9,0.027
12.844769,-33.999302,4.9,-0.031
13.237578,-59.103235,4.9,0.489
16.05672,-38.602541,4.9,-0.146
16.09071,-19.80186,4.9,-0.024
16.474422,-70.084401,4.9,0.555
19.851141,22.610046,4.9,-0.153
20.824709,-46.226826,4.9,1.494
2.704144,40.193944,4.91,0.582
4.531296,-0.044011,4.91,1.32
5.023772,-20.051918,4.91,-0.047
5.124164,18.645052,4.91,0.657
6.333222,-2.944493,4.91,1.613
7.170467,-4.237106,4.91,1.02
7.194255,39.320549,4.91,1.451
10.643043,-16.876572,4.91,0.922
12.699051,-59.685819,4.91,-0.044
13.579943,37.182415,4.91,0.404
15.016208,-8.518943,4.91,0
15.2437,-31.519121,4.91,0.374
16.692884,-17.742167,4.91,1.095
17.088929,54.470042,4.91,0.471
19.927167,52.438948,4.91,0.124
20.494167,-2.885531,4.91,1.16
20.61212,-2.549957,4.91,1.606
22.55001,-61.982122,4.91,1.612
22.920464,8.816166,4.91,-0.003
1.944499,-22.526785,4.92,1.434
6.030673,-10.59793,4.92,-0.128
6.083091,-16.484435,4.92,0.196
6.414973,49.287893,4.92,1.905
7.064896,-49.58392,4.92,0.14
7.517911,82.411466,4.92,1.633
9.2602,-38.569942,4.92,1.084
11.088867,-27.293612,4.92,0.369
12.440018,27.268237,4.92,0.277
13.56887,3.658967,4.92,0.029
13.828564,21.264105,4.92,1.432
14.749778,-35.191826,4.92,0.013
15.403303,-10.322266,4.92,0.453
18.113858,-43.425216,4.92,0.255
18.338309,21.961297,4.92,1.594
18.529287,-45.914814,4.92,-0.101
18.887096,50.708221,4.92,0.903
20.747919,25.270617,4.92,1.183
4.180708,-41.993573,4.93,0.334
4.287684,20.578591,4.93,0.259
4.340178,34.566725,4.93,0.95
4.987612,37.890245,4.93,0.037
7.594365,-52.533836,4.93,1.373
