ra,dec,mag,ci
21.767879,22.94888,5.29,1.381
22.079839,-0.906343,5.29,0.231
0.68533,39.458664,5.3,0.891
2.623425,-52.543086,5.3,0.289
2.678075,27.060943,5.3,0.081
3.540631,46.056862,5.3,0.398
4.712899,-50.481334,5.3,0.977
4.715089,43.365138,5.3,0.028
5.045279,-71.3143,5.3,0.996
6.766499,-14.796127,5.3,0.075
7.204392,-40.498808,5.3,0.072
7.735254,25.784159,5.3,1.535
7.972404,2.224767,5.3,0.933
8.129404,21.581816,5.3,0.642
8.822702,-3.443023,5.3,-0.08
9.230059,43.217825,5.3,-0.13
9.678494,-57.983553,5.3,0.195
10.168302,-12.815923,5.3,0.368
11.484481,39.336974,5.3,0.019
17.389331,-28.142831,5.3,1.549
18.319633,24.446059,5.3,1.508
19.678717,-16.293268,5.3,1.109
19.997595,-34.697799,5.3,0.17
20.279746,24.671102,5.3,0.951
20.386304,5.342987,5.3,0.983
20.971209,22.325908,5.3,1.419
20.984577,4.293481,5.3,0.464
21.142673,-21.193669,5.3,0
21.455935,37.116798,5.3,-0.14
21.704292,5.680137,5.3,1.653
23.127575,46.387231,5.3,1.409
23.677266,-32.073125,5.3,0.965
23.876974,10.94732,5.3,0.186
2.226728,51.065818,5.31,0.926
2.321337,47.379973,5.31,0.006
5.77427,-46.59718,5.31,1.04
7.734495,50.433794,5.31,-0.001
8.897388,-47.520778,5.31,0.275
9.282523,-39.401539,5.31,1.166
11.264417,13.307578,5.31,1.189
11.684171,34.201635,5.31,0.723
11.798584,8.245895,5.31,0.038
12.234085,-45.723919,5.31,1.4
13.236361,-19.930947,5.31,0.862
16.528269,-41.817145,5.31,0.299
17.50661,-1.062922,5.31,0.715
19.164642,-68.424448,5.31,0.901
21.262456,-15.1715,5.31,1.639
22.415638,-57.797415,5.31,0.665
1.177579,68.778621,5.32,-0.014
3.045076,-7.685472,5.32,0.941
3.386997,49.213269,5.32,-0.076
4.06239,5.435624,5.32,-0.08
4.620465,0.998314,5.32,-0.107
5.571326,3.766895,5.32,0.051
7.817132,-24.912208,5.32,0.751
8.417706,-24.046212,5.32,1.476
10.820953,10.545202,5.32,0.035
11.707889,66.744906,5.32,1.267
12.393174,-35.412677,5.32,-0.066
13.420568,-64.485144,5.32,0.411
14.821959,-14.149022,5.32,0.066
14.929085,-33.855785,5.32,0.046
15.253154,4.939362,5.32,1.092
16.374444,-49.572354,5.32,-0.047
17.207725,10.585168,5.32,1.593
19.864056,-39.874367,5.32,-0.045
20.03123,-66.943966,5.32,1.218
20.186632,-36.101212,5.32,0.868
21.049433,-38.631447,5.32,0.424
22.839655,-80.123845,5.32,-0.126
1.094709,21.473181,5.33,0.003
4.321301,-44.267919,5.33,1.066
4.889659,2.508225,5.33,1.632
4.913273,7.779097,5.33,1.214
5.131359,8.498429,5.33,0.338
8.121678,-20.554342,5.33,0.1
8.330274,-71.514906,5.33,-0.063
8.484654,-47.928923,5.33,-0.14
8.526592,18.09442,5.33,1.567
8.545139,20.441162,5.33,1.252
10.771269,-64.514559,5.33,-0.096
13.287674,13.675751,5.33,1.304
18.38141,-36.669556,5.33,-0.121
18.970763,17.360912,5.33,0.731
19.800321,-56.362611,5.33,0.196
20.000919,17.516511,5.33,1.576
22.238342,-21.074566,5.33,0.812
23.557804,22.498775,5.33,1.481
2.020759,-30.00183,5.34,0.883
2.895168,38.337488,5.34,0.423
3.761234,6.049991,5.34,-0.099
4.326862,21.773491,5.34,-0.107
5.319783,2.595806,5.34,0.412
5.54482,-1.591831,5.34,-0.188
5.549873,-64.227517,5.34,1.039
6.25698,16.143175,5.34,-0.101
6.362811,53.452179,5.34,0.448
6.646995,39.902559,5.34,-0.075
6.780417,57.169176,5.34,0.964
6.884738,59.448543,5.34,0.675
7.585778,30.960924,5.34,1.01
8.213552,68.474072,5.34,1.037
8.842982,-66.792981,5.34,0.423
9.40268,-80.786876,5.34,0.454
10.391478,-38.009839,5.34,0.251
12.077479,-68.328912,5.34,-0.012
12.137422,-48.692487,5.34,-0.01
12.932538,-56.835806,5.34,0.01
14.413508,-24.80631,5.34,0.962
15.696504,12.847528,5.34,0.033
16.882796,31.701674,5.34,0.319
19.578127,42.412509,5.34,0.06
20.894494,-39.809865,5.34,1.318
21.835749,17.285851,5.34,0.394
22.213284,34.604592,5.34,1.134
22.280012,-12.831436,5.34,1.132
22.95125,48.684068,5.34,-0.102
0.845442,64.247549,5.35,0.528
0.933747,-11.266526,5.35,1.505
1.437573,19.172346,5.35,0.395
4.76715,11.705591,5.35,0.197
6.109749,38.482644,5.35,0.251
6.16639,58.935694,5.35,1.096
7.412182,-31.808905,5.35,1.071
7.498867,49.672463,5.35,0.47
8.683629,45.83401,5.35,0.993
9.538688,-40.649335,5.35,0.897
13.717698,3.537903,5.35,1.091
15.350554,0.715337,5.35,1.191
15.910516,43.138567,5.35,1.645
16.135439,-26.326679,5.35,1.643
16.495091,-46.243229,5.35,0.488
16.922825,18.433213,5.35,1.407
17.610457,48.585634,5.35,1.142
18.938044,-42.710676,5.35,0.998
19.211309,-7.939518,5.35,0.094
22.336643,-7.821102,5.35,-0.048
23.365259,31.812465,5.35,-0.101
23.652316,50.471733,5.35,-0.061
0.665436,21.438495,5.36,1.16
0.775822,15.475504,5.36,1.559
1.121838,-61.775289,5.36,0.884
2.414987,-60.311947,5.36,0.395
2.53595,-1.034896,5.36,1.004
4.06941,2.826947,5.36,0.505
4.666126,53.473021,5.36,0.331
5.558735,-1.156073,5.36,-0.175
5.856107,-7.518003,5.36,-0.195
6.214182,65.718422,5.36,1.344
6.314051,-9.390018,5.36,1.239
7.238906,3.111414,5.36,1.193
7.255854,-30.686447,5.36,-0.155
7.759736,-34.172363,5.36,0.589
7.94939,-43.500411,5.36,-0.166
8.192501,-7.772539,5.36,0.892
9.253848,14.941507,5.36,1.319
9.728862,14.021692,5.36,1.61
10.711269,-59.215759,5.36,0.213
10.764416,30.682313,5.36,-0.05
11.999142,3.655197,5.36,-0.001
13.383643,-17.735274,5.36,0.987
14.754802,-62.875648,5.36,0.308
15.412504,-39.710268,5.36,-0.093
15.648488,-19.301892,5.36,0.883
17.336065,25.537603,5.36,0.063
18.285426,-56.023351,5.36,-0.05
18.944582,-37.343241,5.36,-0.147
20.79265,80.552262,5.36,1.144
22.304289,-53.627073,5.36,0.614
23.692914,-18.027077,5.36,1.58
1.766461,-5.733299,5.37,1.517
5.046861,-49.151407,5.37,0.421
5.590869,24.039589,5.37,-0.092
6.11076,-4.193836,5.37,-0.122
6.261257,59.998975,5.37,1.339
6.424623,-69.690299,5.37,0.971
7.391386,-27.834294,5.37,1.539
7.416161,11.669524,5.37,0.105
8.003264,73.917919,5.37,1.424
10.016864,31.923672,5.37,0.676
11.209191,-49.100996,5.37,0.175
12.499267,58.405742,5.37,0.205
12.998665,66.597272,5.37,1.282
14.964755,-76.662655,5.37,1.442
16.287595,59.755023,5.37,1.551
16.400355,-39.19298,5.37,0.625
18.047527,-24.282468,5.37,0.495
18.518012,-32.989114,5.37,0.182
18.772391,-22.392176,5.37,1.591
18.772849,75.433964,5.37,0.049
22.165473,-34.014967,5.37,0.241
22.20056,60.759095,5.37,1.184
22.340994,5.789498,5.37,-0.037
23.077668,-53.964905,5.37,1.453
0.343295,8.190271,5.38,1.343
0.413193,61.831057,5.38,0.008
0.543189,20.294316,5.38,1.069
0.707869,-65.46803,5.38,0.515
2.596336,34.687558,5.38,1.652
4.04354,-0.268923,5.38,0.516
4.34417,-20.639622,5.38,-0.027
4.376373,25.629314,5.38,-0.041
4.65171,7.870976,5.38,0.257
5.316674,33.748394,5.38,-0.167
7.344114,-52.085924,5.38,-0.069
7.927749,19.88397,5.38,-0.035
9.288149,-68.689642,5.38,0.415
9.462995,-6.071187,5.38,0.642
12.380403,-57.676132,5.38,-0.098
12.458019,-58.991756,5.38,1.543
12.820496,83.412901,5.38,0.033
13.700307,-58.787078,5.38,-0.029
14.505823,-49.519018,5.38,0.056
14.938123,-52.809548,5.38,0.142
15.363495,32.933695,5.38,-0.051
15.89831,-24.533157,5.38,-0.011
17.34432,32.467743,5.38,0.619
18.494717,-1.985308,5.38,0.961
18.565749,52.353517,5.38,1.091
18.607731,9.122491,5.38,0.387
18.791375,-5.705147,5.38,1.28
19.272706,-45.466033,5.38,1.349
19.846329,-10.763512,5.38,0.402
20.106055,35.972468,5.38,0.85
20.470687,81.422708,5.38,1.01
21.019702,46.155773,5.38,-0.206
21.402665,-20.851869,5.38,1.176
22.186069,50.823393,5.38,0.152
1.046997,-46.397311,5.39,0.9
2.831716,-27.941981,5.39,0.013
3.932824,47.87142,5.39,-0.073
4.180517,26.480952,5.39,0.352
4.740508,11.146137,5.39,0.251
4.997348,-10.263325,5.39,0.797
6.285172,9.94239,5.39,0.106
6.7813,-51.265667,5.39,1.33
6.816038,-15.144726,5.39,-0.096
8.079768,79.479612,5.39,-0.04
9.525671,35.103273,5.39,1.543
11.400646,1.407765,5.39,0.938
11.560337,-40.586637,5.39,0.117
14.622266,-46.133439,5.39,0.927
14.647289,44.4045,5.39,0.03
15.768233,-1.804193,5.39,-0.035
16.017412,33.303509,5.39,0.612
16.164033,-3.466729,5.39,1.446
16.915324,20.958488,5.39,0.966
17.368299,-70.123208,5.39,-0.042
18.335775,-15.831697,5.39,1.473
19.003799,50.533466,5.39,-0.182
19.580813,29.462954,5.39,0.581
19.823694,-72.503378,5.39,0.234
20.565845,13.027255,5.39,0.093
21.461126,27.608593,5.39,0.049
23.167072,9.822082,5.39,-0.068
1.050705,-4.836601,5.4,1.106
2.709265,-50.800294,5.4,0.561
3.820476,70.87105,5.4,0.096
4.363227,60.735625,5.4,1.497
4.510378,13.724402,5.4,0.263
5.452804,17.962216,5.4,-0.09
5.643913,30.492412,5.4,0.45
6.609121,38.4455,5.4,2.773
7.383527,-31.923781,5.4,-0.161
8.904091,30.579115,5.4,1.05
9.474278,9.056778,5.4,0.605
9.477775,45.601483,5.4,0.993
9.594334,35.810133,5.4,0.77
11.22932,-0.069502,5.4,-0.02
13.474203,59.945787,5.4,-0.01
14.440935,19.2269,5.4,0.231
15.525228,-73.389591,5.4,-0.146
16.374783,33.703478,5.4,1.523
16.411046,-29.704663,5.4,0.625
18.74921,-39.686188,5.4,0.85
19.048472,-3.698987,5.4,-0.005
19.081991,53.396654,5.4,-0.014
19.082687,-4.03142,5.4,1.12
20.092444,61.99542,5.4,1.191
21.299246,-17.985138,5.4,-0.118
16.688157,31.601207,5.4,
21.241391,10.006094,5.4,
0.192894,-27.799737,5.41,1.346
0.754774,55.221396,5.41,0.022
1.599713,-15.400183,5.41,1.226
6.857495,-70.963411,5.41,-0.11
7.111324,-11.294014,5.41,0.033
7.392193,-32.202067,5.41,-0.169
7.484916,-38.812065,5.41,-0.148
7.687727,-38.533532,5.41,-0.13
12.628409,-27.138888,5.41,0.334
13.790386,-17.859839,5.41,1.623
14.321188,13.004299,5.41,0.385
15.734556,-15.672834,5.41,0.238
15.898851,-23.978094,5.41,-0.033
16.476106,0.665002,5.41,1.461
17.133907,35.935174,5.41,0.309
17.48046,0.330625,5.41,0.237
18.319316,7.259767,5.41,1.084
18.369083,23.285176,5.41,1.633
18.610373,33.469036,5.41,-0.101
19.657356,42.818278,5.41,-0.063
19.845775,-59.193667,5.41,0.082
20.703508,50.34003,5.41,-0.107
20.821733,-68.776521,5.41,1.122
21.221479,-27.619333,5.41,1.425
0.155851,-27.987928,5.42,0.414
0.474027,-39.915002,5.42,1.556
0.796119,74.847573,5.42,-0.066
1.276747,-2.500368,5.42,0.888
1.411329,-41.492549,5.42,1.03
1.888152,40.72979,5.42,1.311
2.053236,0.128507,5.42,0.146
2.37011,-0.884852,5.42,0.335
4.450806,80.824159,5.42,1.179
6.563745,-36.232029,5.42,1.419
6.745961,28.970932,5.42,1.445
7.564179,-36.338392,5.42,-0.078
8.525257,-19.577462,5.42,-0.061
9.133348,29.654235,5.42,0.888
10.277983,13.728334,5.42,1.65
11.788654,-57.696498,5.42,1.664
12.56081,33.247584,5.42,1.011
12.752174,45.440256,5.42,2.994
14.478256,-6.900536,5.42,1.49
16.408821,-37.566044,5.42,-0.104
18.659768,-43.185878,5.42,1.654
20.630311,11.377676,5.42,0.05
21.46282,66.809096,5.42,-0.099
23.1447,2.127883,5.42,0.908
1.996166,-20.824539,5.43,1.64
2.007451,-8.523873,5.43,1.391
2.367092,-10.777534,5.43,0.364
2.734766,44.29704,5.43,0.904
5.155456,9.829579,5.43,0.249
5.502835,63.06722,5.43,1.704
6.530573,-8.158235,5.43,1.373
8.775152,-45.912504,5.43,0.238
8.944949,-85.663152,5.43,0.306
9.772352,-76.77612,5.43,0.901
10.536604,14.13727,5.43,1.696
11.081721,-35.804678,5.43,0.021
11.145557,-28.08067,5.43,0.069
12.792873,66.790304,5.43,1.567
15.313651,-60.496334,5.43,-0.089
15.647079,-52.372695,5.43,0.005
15.929884,37.946958,5.43,0.352
15.976352,-24.831488,5.43,-0.092
16.202032,-8.547576,5.43,0.118
17.163319,-10.523301,5.43,0.465
17.919762,72.005127,5.43,0.34
18.610854,6.671805,5.43,0.386
18.87123,21.425142,5.43,-0.068
22.013951,-28.453736,5.43,-0.095
22.177078,-11.564939,5.43,-0.117
22.829521,55.902777,5.43,1.167
22.850599,-39.156834,5.43,1.444
22.99096,0.962927,5.43,0.982
23.813937,62.214516,5.43,0.67
0.963931,28.992217,5.44,1.076
2.9566,-23.862164,5.44,0.238
3.338783,77.73474,5.44,0.211
3.805782,23.42125,5.44,-0.067
4.172923,-6.923852,5.44,0.941
5.206237,73.946674,5.44,-0.108
5.322813,-50.605967,5.44,0.517
5.663845,-32.629216,5.44,0.913
6.26249,12.551067,5.44,0.015
6.77067,79.564811,5.44,0.525
6.906851,-1.126996,5.44,0.167
7.189893,-0.301928,5.44,0.31
7.884308,-36.363769,5.44,1.161
8.932097,11.626023,5.44,1.462
8.949056,32.91043,5.44,0.181
9.620184,-53.668508,5.44,0.137
10.781127,-17.296874,5.44,0.112
11.970898,-56.31731,5.44,-0.062
13.135321,-65.306023,5.44,-0.033
15.603364,-44.396823,5.44,1.497
16.105475,67.810134,5.44,-0.019
16.321568,-42.673965,5.44,0.099
17.946596,-4.081823,5.44,1.162
18.448336,-48.117243,5.44,0.855
20.220523,-1.009339,5.44,1.43
20.521893,49.220297,5.44,1.566
23.086052,-7.693801,5.44,0.312
23.324945,48.625322,5.44,1.014
0.622561,35.399501,5.45,0.886
0.652748,49.354589,5.45,1.644
0.916751,-69.527084,5.45,1.095
2.646943,21.961408,5.45,0.168
3.090747,25.255174,5.45,-0.031
3.746726,24.28947,5.45,-0.034
4.065723,8.197269,5.45,0.371
4.154954,-16.385875,5.45,-0.147
4.246819,-62.191811,5.45,1.106
4.667616,12.197609,5.45,-0.121
5.547613,-38.513371,5.45,1.224
6.942911,-79.420193,5.45,0.041
6.95942,-24.630841,5.45,0.39
7.53011,17.086046,5.45,1.126
8.431087,-42.153072,5.45,-0.142
8.6219,-62.853465,5.45,1.013
8.656626,-53.439767,5.45,-0.132
9.045629,24.452915,5.45,-0.041
9.501421,-51.517164,5.45,-0.078
10.895476,-2.129205,5.45,0.966
12.184401,-23.602423,5.45,0.055
12.472908,-39.041172,5.45,-0.073
12.916219,-85.123369,5.45,0.991
15.049799,-32.643294,5.45,-0.127
15.187773,-55.346032,5.45,1.118
15.909615,20.310968,5.45,1.588
16.278687,-53.811109,5.45,1.696
18.264843,-44.206461,5.45,0.962
19.424906,-23.962457,5.45,1.442
19.62981,-4.64764,5.45,0.429
21.146119,-88.956499,5.45,0.283
21.939659,-37.253655,5.45,0.084
22.238542,-27.766908,5.45,-0.121
22.498047,78.824285,5.45,0.093
22.95777,20.768832,5.45,0.666
0.916139,23.628335,5.46,1.012
4.072687,24.105993,5.46,0.813
4.320339,50.048695,5.46,0.235
4.655475,-14.359192,5.46,1.054
5.337409,41.086212,5.46,0.122
5.502632,-47.077655,5.46,0.615
5.520703,3.292133,5.46,-0.176
5.765012,49.826255,5.46,0.03
5.837999,-79.361362,5.46,-0.076
6.108916,-23.110846,5.46,0.064
7.172034,-27.49152,5.46,0.998
7.223166,51.428745,5.46,1.64
7.27071,-15.585689,5.46,0.079
8.688773,-78.963359,5.46,-0.101
9.451788,-71.601895,5.46,1.079
9.526752,-73.080913,5.46,1.556
10.754546,-80.469597,5.46,0.957
11.539097,61.08252,5.46,0.515
11.626114,-47.747309,5.46,1.23
12.733481,-28.323957,5.46,1.346
12.922067,-42.915732,5.46,1.668
13.658472,52.921208,5.46,0.113
13.794052,-50.320682,5.46,1.351
14.111896,-9.313515,5.46,0.347
15.438166,34.335996,5.46,1.41
15.455037,-36.76756,5.46,-0.15
16.220953,5.021086,5.46,1.472
16.606268,-42.858861,5.46,0.338
16.90051,-41.806389,5.46,0.176
18.814024,-43.680047,5.46,0.133
18.914494,41.602723,5.46,1.034
19.295454,23.02554,5.46,0.02
19.343246,-0.892161,5.46,-0.041
19.497829,-26.985615,5.46,1.12
19.626227,-14.301801,5.46,0.501
19.953852,40.367824,5.46,-0.09
21.629285,19.318607,5.46,0.321
0.877951,-24.005844,5.47,1.275
2.997164,47.220693,5.47,0.869
3.535721,48.023476,5.47,-0.101
4.500159,83.340379,5.47,0.855
4.510802,15.691879,5.47,0.258
4.868109,63.505421,5.47,1.559
4.919765,-74.936852,5.47,1.518
5.487916,25.150215,5.47,-0.042
5.79061,17.729141,5.47,0.301
7.139455,15.930675,5.47,1.02
7.911864,47.564596,5.47,1.462
8.576711,65.14517,5.47,0.207
8.827545,-40.320158,5.47,0.066
9.15988,-8.787648,5.47,1.002
10.624187,-58.733339,5.47,0.5
11.004084,45.526276,5.47,1.466
12.313901,75.160561,5.47,0.054
12.490845,24.108925,5.47,0.445
12.516823,24.567168,5.47,0.056
13.343843,-52.747825,5.47,-0.125
14.039662,-27.429773,5.47,1.331
14.841577,37.272047,5.47,1.03
16.005447,-16.53335,5.47,0.517
17.317655,-46.636235,5.47,0.764
17.923663,26.049991,5.47,0.341
18.173948,-62.002197,5.47,0.592
18.220194,-41.336111,5.47,-0.155
18.393456,-75.044277,5.47,0.043
18.545367,-14.865662,5.47,1.998
18.54721,30.554209,5.47,-0.077
20.672174,-33.431843,5.47,1.118
20.898304,33.437891,5.47,1.522
21.479121,-69.505386,5.47,1.553
22.433554,70.770898,5.47,1.216
22.477557,-39.131792,5.47,0.959
2.413627,10.610565,5.48,-0.098
2.844557,-35.675849,5.48,1.259
3.878238,-5.361259,5.48,-0.09
5.294512,-13.519826,5.48,0.932
6.356865,-11.773238,5.48,0.002
7.799089,-12.192705,5.48,0.478
7.903058,-35.877287,5.48,-0.175
8.704498,-48.09909,5.48,-0.172
9.090028,48.530314,5.48,0.475
11.644449,-13.201943,5.48,0.52
12.562986,-9.452077,5.48,-0.035
14.857362,59.293985,5.48,1.369
14.946142,-11.409701,5.48,1.491
15.714107,52.360903,5.48,-0.042
16.180424,75.877563,5.48,-0.093
16.33199,39.708584,5.48,0.41
16.779989,-39.376962,5.48,0.975
16.838717,7.247683,5.48,0.108
16.953104,-33.259492,5.48,1.606
20.772238,-39.199262,5.48,-0.078
20.88849,45.181673,5.48,1.088
21.403192,-12.878108,5.48,0.297
21.421377,-3.556747,5.48,1.451
0.769929,-22.522097,5.49,0.978
1.548903,-36.865231,5.49,1.021
1.76832,-50.816256,5.49,1.615
3.102203,79.418535,5.49,1.569
3.296485,44.025024,5.49,-0.06
3.941303,35.080899,5.49,-0.058
4.793413,-16.934456,5.49,0.632
5.826817,-14.483665,5.49,0.87
6.149407,-22.427412,5.49,-0.01
7.767275,-6.772511,5.49,1.378
8.705278,-53.100056,5.49,-0.127
9.278158,-8.744759,5.49,-0.081
9.498474,-26.589616,5.49,1.345
10.270677,29.310501,5.49,0.02
10.773689,14.194645,5.49,0.908
12.527871,-59.423922,5.49,0.622
12.652031,21.062559,5.49,0.978
16.260352,-8.369442,5.49,0.652
18.133959,36.401264,5.49,1.161
18.23775,-21.713164,5.49,1.528
18.564857,-24.032283,5.49,1.795
19.073627,-31.047079,5.49,0.026
19.72598,-15.470105,5.49,0.46
20.948341,-9.697545,5.49,1.474
22.297409,-77.511553,5.49,0.312
23.632445,18.400667,5.49,0.01
23.79904,-2.761598,5.49,0.941
0.344178,-69.624913,5.5,-0.046
1.040674,-31.552005,5.5,0.083
1.046971,31.804263,5.5,-0.043
1.44491,19.240422,5.5,1.106
2.049433,33.284135,5.5,0.029
3.35667,-23.635135,5.5,0.885
3.405132,24.724063,5.5,1.19
4.323916,21.142307,5.5,-0.069
4.940052,-5.171356,5.5,-0.123
5.135173,24.265175,5.5,0.03
5.245569,5.156151,5.5,1.369
5.537262,17.058128,5.5,-0.004
6.13135,-42.154043,5.5,0.007
7.054195,-59.178109,5.5,-0.125
7.339288,-52.311524,5.5,0.483
9.997695,56.811807,5.5,1.487
10.586905,-39.562589,5.5,3.015
10.773484,18.891523,5.5,1.134
11.582473,-49.13649,5.5,1.041
13.619731,71.242252,5.5,1.219
13.765644,-12.426528,5.5,0.898
15.543528,-19.67046,5.5,0.197
15.549427,-1.186399,5.5,1.092
16.164609,-33.545805,5.5,-0.075
16.572044,-70.988097,5.5,1.235
16.595775,-65.495399,5.5,0.949
18.177861,3.324256,5.5,1.204
19.72859,25.771929,5.5,0.939
20.36762,24.446099,5.5,-0.09
21.450454,-42.54793,5.5,0.392
21.988307,-38.395096,5.5,0.996
23.46766,-87.482214,5.5,1.278
0.594767,-48.000907,5.51,0.461
0.783738,11.973849,5.51,0.987
1.1395,5.649819,5.51,0.334
1.447657,-13.056512,5.51,0.321
2.283068,-6.422116,5.51,0.962
3.037615,-71.902457,5.51,-0.125
3.265951,-77.388454,5.51,0.438
4.152768,19.609217,5.51,1.077
4.470359,83.80779,5.51,-0.106
4.956206,17.153677,5.51,1.304
6.303813,-19.966974,5.51,-0.163
8.45466,-70.093482,5.51,-0.024
9.633736,-43.190944,5.51,0.985
10.669848,-65.100209,5.51,-0.158
10.717191,26.325577,5.51,0.16
11.054133,-11.30347,5.51,0.938
12.148497,-41.231605,5.51,-0.097
13.783277,38.542697,5.51,1.036
14.502399,-45.321355,5.51,-0.087
14.959236,-0.167612,5.51,1.131
15.335714,29.616209,5.51,1.015
16.856925,1.215947,5.51,0.055
17.339203,46.24078,5.51,1.586
17.839692,29.322143,5.51,1.071
18.859712,52.975117,5.51,0.843
18.874229,-46.595119,5.51,1.641
18.989945,-12.840517,5.51,-0.038
19.012072,55.658301,5.51,0.862
19.220979,-12.282584,5.51,1.442
19.767005,-31.908571,5.51,0.024
19.977216,30.983665,5.51,-0.06
20.068976,7.277966,5.51,1.063
20.175982,26.904169,5.51,0.087
20.19666,26.80899,5.51,1.397
20.973871,10.839286,5.51,0.934
21.321025,58.623502,5.51,1.114
21.718465,41.15497,5.51,1.615
22.499427,4.43169,5.51,0.385
22.993266,-29.462311,5.51,0.271
1.708125,-53.740834,5.52,0.551
2.858218,15.082071,5.52,-0.099
3.7989,-30.167882,5.52,0.973
4.143497,38.039733,5.52,0.52
4.917537,55.259109,5.52,0.015
5.267815,11.341354,5.52,-0.012
5.462669,15.874052,5.52,0.015
5.939151,-31.38244,5.52,0.382
6.609814,-5.211143,5.52,-0.082
8.045774,-41.309828,5.52,-0.152
8.084363,-53.107921,5.52,1.347
8.226178,-50.196072,5.52,1.651
8.396809,53.219712,5.52,0.125
8.444987,-12.534602,5.52,1.167
10.302109,-28.992,5.52,0.277
10.40239,33.718531,5.52,1.186
10.495037,84.252009,5.52,0.244
11.115058,1.955525,5.52,0.955
12.3388,26.619482,5.52,1.091
13.547679,-15.363012,5.52,1.228
15.022174,-2.754927,5.52,1.692
15.051683,35.205795,5.52,1.023
15.273059,-22.399416,5.52,1.357
17.44698,20.080977,5.52,-0.119
18.130095,-17.154159,5.52,1.132
18.39134,-36.237987,5.52,1.015
19.286729,-66.661048,5.52,0.17
20.850211,-37.913332,5.52,1.38
21.846448,-69.629416,5.52,1.378
21.874978,28.793538,5.52,0.426
22.177462,70.132573,5.52,0.391
22.451475,65.13227,5.52,0.302
22.761331,-46.547328,5.52,1.302
0.022255,-50.337373,5.53,1.615
1.866476,55.147385,5.53,-0.175
2.600013,-7.831597,5.53,1.607
3.295903,-62.575322,5.53,0.641
3.677315,-5.210706,5.53,-0.145
4.454847,22.996337,5.53,-0.098
4.475589,1.380821,5.53,-0.099
4.717764,-70.931027,5.53,-0.114
4.73555,-18.666586,5.53,0.025
5.518785,-20.863659,5.53,0.012
5.617704,17.040324,5.53,0.237
6.440514,56.285096,5.53,0.238
8.177731,-13.799207,5.53,0.488
10.012191,-82.21467,5.53,0.035
11.927926,15.646818,5.53,0.116
13.106278,22.616187,5.53,1.461
13.892437,-35.664248,5.53,0.444
14.221226,-53.665674,5.53,1.438
14.234773,12.959444,5.53,0.537
14.256691,-18.20069,5.53,0.001
15.548673,-16.852844,5.53,-0.148
15.815777,-3.818513,5.53,0.12
16.013231,-8.411353,5.53,0.043
16.325758,-30.906716,5.53,0.466
16.42338,37.394079,5.53,0.174
16.603174,52.900048,5.53,-0.06
16.971651,-50.641185,5.53,0.016
17.284349,-32.66284,5.53,0.514
17.714194,-36.945564,5.53,1.553
18.168281,-30.728666,5.53,0.979
19.11048,28.628595,5.53,0.296
19.327597,12.37468,5.53,0.265
20.684039,32.307287,5.53,0.871
21.067979,-5.823066,5.53,0.683
21.51647,60.459432,5.53,0.102
21.790362,60.692689,5.53,1.575
22.230339,45.440613,5.53,0.021
22.391901,-24.762661,5.53,0.979
22.912632,-16.271957,5.53,1.111
23.08116,-68.820226,5.53,0.395
23.44349,-52.721603,5.53,0.409
0.167278,11.145813,5.54,-0.064
1.61831,12.141535,5.54,0.347
5.380644,41.02926,5.54,0.127
5.841363,14.305608,5.54,1.006
6.021194,-33.911835,5.54,1.58
6.169558,-40.353792,5.54,1.665
6.283675,-37.737445,5.54,1.129
6.803407,55.704195,5.54,
7.263925,47.239964,5.54,0.576
7.42727,-79.094188,5.54,1.281
9.215452,-59.413928,5.54,0.846
11.508065,18.409801,5.54,1.056
11.688836,-43.095667,5.54,0.044
12.012347,-10.446014,5.54,0.76
12.347461,57.864118,5.54,1.452
15.352114,-5.824853,5.54,1.047
15.798078,-65.442291,5.54,0.231
15.954048,14.41448,5.54,1.141
17.209047,62.874337,5.54,0.216
17.579542,-11.241999,5.54,0.013
17.699621,15.95243,5.54,0.387
19.867109,24.992162,5.54,0.68
19.962624,16.789163,5.54,-0.048
20.927381,12.568558,5.54,0.131
20.990377,59.438594,5.54,1.411
21.948992,12.076492,5.54,0.054
23.302739,-40.824361,5.54,0.445
0.094989,13.396266,5.55,0.901
0.561401,-29.558278,5.55,1.262
0.831433,27.710286,5.55,0.398
1.094919,21.465442,5.55,-0.048
1.635435,57.977631,5.55,1.388
2.457715,31.80128,5.55,1.114
3.207324,6.660883,5.55,1.011
3.36997,27.607553,5.55,1.1
3.664201,3.056863,5.55,0.931
3.685515,37.580198,5.55,-0.062
4.336531,50.920933,5.55,-0.031
5.304359,42.792111,5.55,1.492
5.91458,-39.957857,5.55,1.515
6.3434,-34.144144,5.55,-0.182
6.454331,-0.275999,5.55,1.376
6.455681,2.908288,5.55,1.035
7.103222,34.473967,5.55,0.909
7.466434,-29.155896,5.55,-0.048
7.700894,14.208503,5.55,1.642
8.32562,75.756907,5.55,0.902
8.859559,-7.177226,5.55,0.15
10.651581,53.6683,5.55,1.27
11.4031,-72.256608,5.55,0.017
12.829154,-71.98626,5.55,1.154
13.741618,-16.179072,5.55,0.805
14.336029,-43.058843,5.55,0.907
14.605288,-46.245451,5.55,1.489
14.695423,11.660662,5.55,0.941
16.42874,78.963854,5.55,0.249
16.698247,-19.924377,5.55,0.436
