ra,dec,mag,ci
2.721517,3.237385,6.3,
0.064342,66.712183,6.31,1.629
1.119292,53.498185,6.31,1.499
1.338733,77.570682,6.31,0.912
1.555077,8.208738,6.31,0.8
2.168817,53.843091,6.31,0.948
2.880761,-9.441236,6.31,0.196
3.8616,68.507486,6.31,-0.057
3.941751,71.821606,6.31,0.333
4.010247,17.29666,6.31,0.056
4.110171,54.008663,6.31,0.983
4.247797,37.54267,6.31,0.958
4.262856,15.400695,6.31,0.4
4.32706,10.121437,6.31,1.428
5.011058,-2.066032,6.31,0.293
5.719255,-1.613248,6.31,1.467
6.387355,-31.790312,6.31,0.893
6.523333,-32.868548,6.31,1.665
6.828889,-24.076066,6.31,0.054
6.845084,-8.040996,6.31,0.011
6.920888,45.826408,6.31,0.945
6.950026,-8.179295,6.31,0.641
7.13702,33.832388,6.31,1.356
7.320469,-33.727166,6.31,1.302
7.77595,-37.772569,6.31,1.348
7.794035,-15.990688,6.31,1.791
8.035037,-37.050043,6.31,1.599
8.149124,-11.33965,6.31,0.011
8.320856,-10.165754,6.31,0.329
8.523527,-39.06411,6.31,-0.133
8.548135,69.319901,6.31,1.36
8.613547,74.723677,6.31,0.308
9.223839,-38.616471,6.31,0.018
9.418852,-43.976603,6.31,1.526
9.425695,16.585588,6.31,0.968
9.66317,-10.570271,6.31,-0.029
10.086219,52.371302,6.31,0.135
10.142888,83.918372,6.31,1.549
10.310516,-36.804572,6.31,1.282
10.333189,-9.059004,6.31,0.338
10.876692,-0.201657,6.31,1.503
11.107648,-50.956725,6.31,1.156
11.897299,0.552114,6.31,0.207
12.418437,63.802781,6.31,0.919
12.701398,-69.407554,6.31,0.75
12.783974,5.950373,6.31,-0.013
12.868179,-48.094286,6.31,0.04
12.959203,-22.753499,6.31,1.069
13.202336,24.258027,6.31,1.006
13.451775,-49.143709,6.31,0.003
13.673132,50.519413,6.31,0.537
13.936242,32.032598,6.31,0.401
14.260737,-45.000756,6.31,0.596
15.225519,22.983399,6.31,0.064
15.930455,58.911774,6.31,-0.028
15.95108,-48.162186,6.31,0.381
15.975222,-37.503878,6.31,1.006
16.478731,51.407738,6.31,1.052
17.282569,89.037708,6.31,1.575
17.333209,-5.917509,6.31,0.85
17.807732,-26.974945,6.31,0.094
18.114854,50.822823,6.31,1.051
18.462154,-26.634845,6.31,0.263
18.556413,-38.720033,6.31,0.02
18.619183,16.198295,6.31,0.896
18.73554,-36.718335,6.31,0.98
19.025977,-15.282617,6.31,0.963
19.314654,9.61807,6.31,1.065
19.384569,-7.400615,6.31,1.455
19.422887,20.271727,6.31,-0.014
19.459419,14.282481,6.31,-0.068
19.700812,-9.193654,6.31,1.341
20.024104,-40.814336,6.31,0.113
21.828061,-12.722865,6.31,0.223
22.12499,18.000709,6.31,1.605
22.4859,58.4041,6.31,-0.033
22.798943,-25.912028,6.31,0.913
22.954777,-4.810095,6.31,0.948
22.986209,52.65453,6.31,1.414
23.941652,-24.737218,6.31,0.921
0.084395,-0.503035,6.32,1.099
0.15066,-54.001931,6.32,0.738
0.598557,13.207067,6.32,0.517
1.730596,32.192015,6.32,0.879
1.740702,46.139692,6.32,1.419
2.168,-43.815574,6.32,0.899
2.708038,10.741725,6.32,0.064
2.993973,-32.507198,6.32,0.002
3.207333,47.725875,6.32,1.425
3.974766,38.840254,6.32,1.081
4.258,6.186858,6.32,0.57
4.801942,55.602611,6.32,0.32
5.073931,-35.705109,6.32,0.311
5.582621,-61.176048,6.32,0.845
5.84134,-52.767879,6.32,0.746
6.084051,37.964272,6.32,0.825
6.085619,59.39321,6.32,1.116
6.351509,-11.817324,6.32,1.676
6.357201,17.763503,6.32,1.1
6.445183,-14.603429,6.32,1.242
6.47845,-41.074877,6.32,0.39
6.591894,-22.109053,6.32,1.03
6.8436,-25.778394,6.32,-0.183
6.887054,38.438013,6.32,0.516
6.907412,-42.365571,6.32,2.287
7.002301,-20.158425,6.32,-0.134
7.232594,-30.339791,6.32,-0.183
7.399538,-35.837824,6.32,-0.136
7.428606,-31.73872,6.32,-0.176
7.824525,-44.751157,6.32,0.962
8.028822,25.089465,6.32,0.023
8.140179,-63.800821,6.32,-0.058
8.289759,-16.285111,6.32,0.057
8.460219,45.652987,6.32,0.624
8.644526,-19.736904,6.32,1.592
9.25693,-15.024908,6.32,0.013
9.259645,-57.577742,6.32,1.037
9.598024,14.379588,6.32,0.027
9.94836,-27.475154,6.32,0.173
10.498453,65.626233,6.32,1.141
10.739699,-59.99332,6.32,-0.31
11.617005,-32.988184,6.32,0.439
11.676946,-62.568102,6.32,0.029
11.683767,-83.099937,6.32,1.08
12.017149,-1.768166,6.32,1.204
12.344827,27.054545,6.32,0.394
12.427299,-86.150613,6.32,1.065
12.870071,17.073943,6.32,1.622
13.153955,-9.538098,6.32,1.017
13.198076,-63.302992,6.32,0.426
13.574714,-48.272162,6.32,-0.052
13.653341,-75.683788,6.32,-0.003
14.051132,-17.367012,6.32,1.38
14.297001,48.002004,6.32,0.466
14.569915,32.534477,6.32,0.45
15.20867,-48.218992,6.32,1.115
15.489198,62.099529,6.32,1.369
15.637725,-28.206666,6.32,1.176
15.760974,0.891039,6.32,1.195
15.937342,-14.399402,6.32,0.485
16.117604,-14.071292,6.32,0.66
16.13108,-24.462349,6.32,-0.038
16.244235,-18.535649,6.32,1.085
16.415042,-45.349499,6.32,0.187
16.839514,-2.654356,6.32,0.401
17.27484,60.670614,6.32,1.09
17.571353,-48.526787,6.32,0.953
17.95398,23.995889,6.32,0.642
18.102063,-0.446128,6.32,1.014
18.118415,49.710441,6.32,-0.02
18.300266,-68.229257,6.32,-0.026
18.383919,-10.218983,6.32,0.13
18.715305,-19.284209,6.32,1.591
18.983166,50.809143,6.32,0.979
19.096425,29.921674,6.32,1.668
19.310518,49.569456,6.32,1.123
19.591613,-7.460283,6.32,1.124
19.97828,70.366949,6.32,0.868
20.081502,68.027159,6.32,1.649
20.291405,42.72206,6.32,1.632
20.428921,10.055999,6.32,1.571
20.625494,31.57254,6.32,-0.089
20.830072,7.864185,6.32,0.019
20.883653,-23.783203,6.32,0.876
21.062077,46.86315,6.32,0.259
21.300132,-64.68158,6.32,-0.064
21.571434,-42.924679,6.32,1.093
21.964184,74.996714,6.32,1.56
22.679987,-3.554239,6.32,0.52
23.237325,50.617891,6.32,-0.005
23.324281,34.793183,6.32,-0.053
23.767011,-40.182565,6.32,0.21
0.040046,8.956824,6.33,0.182
0.31182,-43.235571,6.33,1.21
1.234695,28.529575,6.33,1.684
1.35145,64.658131,6.33,0.113
1.689256,-79.1482,6.33,0.947
1.7162,61.421073,6.33,0.013
1.721242,45.322649,6.33,1.02
1.796602,-37.159483,6.33,1.016
1.79667,46.22975,6.33,0.461
2.316255,-25.945687,6.33,0.724
3.134401,52.213511,6.33,-0.019
3.436606,-41.63694,6.33,0.054
4.214404,68.501154,6.33,1.169
4.595156,19.881791,6.33,0.754
4.773379,-2.954532,6.33,0.041
4.937661,24.592218,6.33,0.351
5.130502,-12.592658,6.33,1.617
5.229793,0.560423,6.33,1.463
5.326468,-1.411892,6.33,-0.105
5.410028,2.353165,6.33,-0.145
5.505765,-7.434811,6.33,-0.194
6.304684,46.360443,6.33,1.113
6.42976,-3.889032,6.33,1.018
6.883417,-26.957632,6.33,1.408
7.350862,42.655913,6.33,1.404
7.58935,-74.274957,6.33,0.016
7.784934,-39.330996,6.33,-0.142
7.987715,-73.244171,6.33,0.128
8.454561,-31.672734,6.33,0.897
8.602142,15.313632,6.33,0.338
8.731758,-68.21158,6.33,1.501
8.780345,-34.622945,6.33,-0.127
9.295082,-54.494829,6.33,1.403
9.463651,-71.781101,6.33,0.413
9.592723,-19.583394,6.33,0.069
9.703605,-66.91482,6.33,0.075
10.232379,-40.310774,6.33,0.94
10.40366,2.368018,6.33,0.991
10.443587,-0.988055,6.33,1.443
10.656346,-64.111788,6.33,-0.072
11.227804,41.088837,6.33,1.15
11.440434,33.450608,6.33,0.454
12.280409,86.435819,6.33,0.437
12.365629,47.182202,6.33,1.115
12.440107,71.929827,6.33,1.028
12.63456,3.282444,6.33,0
12.740533,80.621024,6.33,0.16
12.95352,-12.066947,6.33,1.491
13.782534,6.350375,6.33,0.63
14.329926,38.794052,6.33,0.053
14.437074,-42.318597,6.33,1.215
14.766044,-15.459541,6.33,1.194
15.138761,50.054955,6.33,1.05
15.325014,32.514903,6.33,0.234
15.655937,-23.150224,6.33,0.023
16.022098,-31.889137,6.33,1.454
16.150806,57.937883,6.33,0.032
16.631332,78.918667,6.33,1.141
16.660869,-9.554589,6.33,0.492
16.871598,-67.681633,6.33,1.289
16.933845,-16.806263,6.33,0.952
17.033049,8.450669,6.33,0.091
17.270388,-26.546147,6.33,1.144
17.37756,-37.804637,6.33,0.682
17.611111,69.57073,6.33,0.596
17.866513,-1.236806,6.33,1.126
17.957496,11.044543,6.33,0.13
18.18744,-19.841958,6.33,0.158
18.892556,75.787372,6.33,0.021
19.369316,-42.016026,6.33,1.129
19.401528,-68.371082,6.33,1.238
19.60232,22.585763,6.33,-0.059
19.663739,-23.4277,6.33,0.034
19.703559,12.193261,6.33,-0.077
19.97621,38.105693,6.33,-0.09
20.831846,46.661337,6.33,-0.066
21.050498,14.730026,6.33,1.68
21.406823,10.174252,6.33,0.474
21.676029,-55.737977,6.33,1.06
21.970363,-5.424922,6.33,0.378
22.526209,29.542758,6.33,0.209
22.663059,19.681125,6.33,0.035
22.789787,58.483031,6.33,0.017
22.886493,40.167361,6.33,-0.074
23.119288,-49.606135,6.33,1.452
23.294467,-11.712942,6.33,0.058
23.392207,0.291325,6.33,1.583
23.814983,59.97897,6.33,-0.007
0.164474,-62.296794,6.34,0.164
0.25193,31.535725,6.34,1.555
1.42953,70.979887,6.34,-0.011
1.435765,34.5797,6.34,0.5
1.676368,8.760769,6.34,0.401
2.416219,-2.780031,6.34,-0.011
4.096309,-20.512563,6.34,0.918
4.272486,-60.948482,6.34,0.097
4.399934,24.300992,6.34,0.173
4.600465,-3.611641,6.34,-0.1
4.761796,23.627996,6.34,0.058
4.969698,-2.212738,6.34,0.11
5.339086,-34.698856,6.34,0.318
5.391963,5.323086,6.34,0.123
5.741221,-20.126573,6.34,0.58
5.903896,-29.147206,6.34,0.37
6.13976,41.055726,6.34,1.044
6.988937,7.316967,6.34,-0.106
7.100135,-30.655711,6.34,-0.131
7.230107,-22.905778,6.34,-0.184
7.263138,-23.74028,6.34,-0.018
7.621369,-23.775399,6.34,0.54
7.62161,40.025383,6.34,1.6
7.827771,-14.085359,6.34,1.66
7.85565,-43.095232,6.34,-0.173
8.016884,23.583093,6.34,1.16
8.031996,35.413069,6.34,1.564
8.040547,-6.337135,6.34,0.615
8.111558,-48.497389,6.34,-0.172
8.524883,-54.39401,6.34,1.298
8.649972,52.925079,6.34,1.319
8.678761,-57.54549,6.34,0.208
8.873384,5.340311,6.34,0.122
9.198787,5.468629,6.34,0.328
9.869996,0.07561,6.34,0.934
9.96579,45.414298,6.34,1.096
10.133793,-37.333445,6.34,0.98
10.183047,40.661608,6.34,1.277
10.369569,-58.265572,6.34,0.884
10.397401,-57.953933,6.34,1.517
10.772919,57.365914,6.34,1.568
10.780024,-69.209786,6.34,0.18
10.892473,-15.445825,6.34,1.176
11.060149,-13.43492,6.34,0.86
11.191545,-71.436189,6.34,1.373
11.856084,-12.187811,6.34,0.41
11.990451,-62.830948,6.34,0.317
12.163078,74.661368,6.34,0.511
12.195806,57.054408,6.34,1.505
12.220263,-34.125272,6.34,1.449
12.22689,-33.792919,6.34,0.071
12.232354,-78.573934,6.34,1.234
12.740863,44.103004,6.34,0.469
13.141065,-67.796762,6.34,1.71
13.313424,-79.976017,6.34,-0.027
13.36776,43.903379,6.34,0.255
13.466575,52.745588,6.34,0.259
13.860142,-36.433279,6.34,0.484
14.030746,68.678675,6.34,1.412
14.148961,-59.276712,6.34,0.031
14.69993,-77.011452,6.34,-0.027
14.798597,-12.840007,6.34,1.097
14.969112,-48.863011,6.34,0.708
15.346394,-2.413331,6.34,1.062
16.909988,-30.58734,6.34,0.214
17.114711,-1.656186,6.34,0.209
17.129635,40.516054,6.34,0.032
17.1959,7.894762,6.34,1.04
17.409389,15.606048,6.34,-0.017
17.410289,-18.445762,6.34,0.046
17.686387,15.178376,6.34,0.04
18.077836,23.941999,6.34,0.306
18.142704,14.284716,6.34,0.181
18.766985,-19.606357,6.34,1.578
19.164332,-0.428114,6.34,-0.042
19.183863,-39.004705,6.34,0.006
19.380097,9.91315,6.34,0.458
19.489138,20.279737,6.34,-0.097
19.779073,68.437998,6.34,0.309
20.143966,10.725867,6.34,-0.136
20.199416,-12.392403,6.34,1.209
20.610648,-63.120963,6.34,0.413
20.720468,57.113996,6.34,0.282
20.772566,52.995297,6.34,1.131
21.064482,41.628175,6.34,0.39
21.079271,2.269771,6.34,0.965
22.119345,58.840718,6.34,0.877
22.833118,-32.805457,6.34,0.317
23.217775,29.441525,6.34,0.924
23.319045,-79.472409,6.34,0.913
23.466858,-35.544485,6.34,1.201
23.905946,-27.042907,6.34,0.197
0.252934,27.28344,6.35,-0.002
0.270527,76.950755,6.35,-0.044
0.328212,40.729461,6.35,1.179
1.097008,4.908372,6.35,0.383
1.375134,-19.081208,6.35,0.493
1.670308,53.868278,6.35,1.608
1.704915,58.627739,6.35,-0.027
1.822059,-31.072463,6.35,1.222
2.24388,28.691185,6.35,0.957
2.467878,-64.299768,6.35,-0.025
2.722287,-40.527905,6.35,-0.022
2.730901,25.638343,6.35,0.089
2.881118,52.997353,6.35,0.093
3.669844,-15.226534,6.35,0.881
3.89291,25.682883,6.35,0.11
3.994581,10.330402,6.35,0.417
4.532485,36.742688,6.35,1.089
4.797104,-30.020372,6.35,1.071
5.349815,27.957262,6.35,0.039
5.476326,13.678979,6.35,0.168
5.690812,-33.400741,6.35,-0.04
5.701107,22.660325,6.35,1.194
5.856416,-64.033566,6.35,0.866
5.942713,28.942266,6.35,0.275
6.074572,-45.036603,6.35,0.517
6.412152,25.048714,6.35,1.21
6.414658,16.05713,6.35,1.063
6.445792,-7.511936,6.35,-0.061
6.611407,-22.614732,6.35,-0.117
6.666078,44.014114,6.35,1.222
6.789849,18.193452,6.35,0.066
7.53952,-35.961188,6.35,-0.096
7.954526,1.127029,6.35,0.507
7.986752,-49.976851,6.35,-0.151
8.075733,-25.699737,6.35,1.461
8.119429,43.260365,6.35,-0.02
8.55003,24.08479,6.35,1.032
8.590266,2.743449,6.35,1.023
8.653672,-60.317289,6.35,-0.002
8.794554,-41.736792,6.35,0.578
8.884983,59.05614,6.35,0.414
10.328344,-65.137238,6.35,1.556
10.6882,-59.676916,6.35,0.088
10.791836,-69.437733,6.35,-0.085
11.015941,-15.792682,6.35,1.172
11.204108,-32.433793,6.35,1.683
11.309511,-79.668651,6.35,0.266
11.430571,3.86011,6.35,0.345
11.674287,57.970404,6.35,-0.092
12.45801,-58.316445,6.35,1.612
12.646189,40.874662,6.35,0.204
14.074161,-14.971708,6.35,1.081
14.206824,-24.363352,6.35,1.351
14.318655,-27.141147,6.35,1.591
15.010756,47.277441,6.35,-0.099
15.109765,36.456063,6.35,0.537
15.670981,-31.213771,6.35,1.418
16.09571,-6.291129,6.35,0.413
16.458964,2.870633,6.35,1.638
16.510839,77.446514,6.35,0.995
16.874283,-40.723153,6.35,-0.141
16.921108,13.61991,6.35,0.339
16.961752,24.38126,6.35,1.089
17.064628,19.690513,6.35,1.518
17.148478,-3.882991,6.35,0.697
17.35929,16.731229,6.35,1.608
18.266092,-3.617992,6.35,0.201
18.396658,53.300837,6.35,0.168
18.706285,-64.643044,6.35,0.153
18.755182,-21.001615,6.35,0.458
18.969455,-83.422198,6.35,-0.033
19.006892,-24.942171,6.35,1.253
19.035288,52.261058,6.35,0.983
19.191939,26.735871,6.35,0.444
19.562786,5.465708,6.35,1.471
20.315983,39.004184,6.35,1.871
20.433777,13.911612,6.35,1.453
20.515778,-29.112666,6.35,0.227
20.547877,-24.943829,6.35,0.001
20.890266,-30.718954,6.35,1.1
21.406426,24.528393,6.35,1.057
21.565135,-82.683084,6.35,0.089
22.546363,15.863263,6.35,1.19
22.821516,-70.347982,6.35,0.071
22.978507,7.340074,6.35,0.052
23.288574,75.299025,6.35,0.049
23.328651,-33.708052,6.35,1.308
23.49083,-1.791213,6.35,1.125
23.608476,32.904215,6.35,0.459
0.012119,45.253334,6.36,-0.047
1.120255,-23.996334,6.36,0.238
1.290033,31.744617,6.36,1.132
1.389264,58.142994,6.36,0.457
1.964821,-65.4247,6.36,0.906
2.323546,-41.848367,6.36,1.162
2.591083,39.66438,6.36,-0.095
2.846611,-39.932224,6.36,0.04
3.184801,-13.264284,6.36,0.614
3.37119,-25.587802,6.36,0.01
4.069085,-16.588728,6.36,1.266
4.226589,-40.357763,6.36,1.468
4.317469,-33.904617,6.36,0.132
4.843441,70.941528,6.36,-0.069
4.916211,19.485388,6.36,0.292
5.243205,76.472761,6.36,-0.011
5.454278,2.3412,6.36,0.965
5.62939,33.559167,6.36,1.306
6.02823,22.401001,6.36,-0.071
6.15561,-18.126385,6.36,-0.04
6.598344,-36.088632,6.36,0.486
6.614243,-41.557141,6.36,1.147
6.699786,6.345425,6.36,-0.084
6.726872,-73.118208,6.36,0.96
6.931881,-31.790179,6.36,-0.155
6.968765,-27.164381,6.36,-0.186
7.232779,71.816584,6.36,1.119
7.37144,59.901996,6.36,0.282
7.47775,27.552938,6.36,1.223
7.876789,55.209443,6.36,-0.003
7.916786,-52.58333,6.36,-0.007
7.971265,43.977374,6.36,1.043
8.14379,-37.681221,6.36,-0.054
8.493442,-55.190936,6.36,0.799
8.549584,-34.634039,6.36,0.951
8.550517,-45.752906,6.36,-0.119
8.850407,15.350651,6.36,0.669
8.915011,-58.239658,6.36,-0.086
9.214061,-60.916769,6.36,-0.044
9.711973,48.431,6.36,0.01
9.830931,-36.268463,6.36,1.008
10.0947,15.757506,6.36,0.387
10.235823,-23.813946,6.36,1.639
10.394933,29.615856,6.36,1.09
10.680984,-35.741718,6.36,0.917
10.874628,-79.559437,6.36,1.46
10.942897,25.500244,6.36,1.036
10.963386,-59.73219,6.36,0.84
11.986302,-45.83222,6.36,-0.081
12.295628,15.1447,6.36,1.384
12.387389,-67.631546,6.36,0.887
12.461689,8.610344,6.36,0.935
13.291626,-0.676065,6.36,0.26
13.559972,-65.63269,6.36,-0.014
13.997022,-3.549788,6.36,0.486
14.026892,17.668391,6.36,1.215
14.239253,-5.947717,6.36,0.593
14.427716,-66.172922,6.36,0.128
14.447188,-39.873989,6.36,-0.088
14.493549,41.795911,6.36,0.702
14.943265,-39.416023,6.36,0.061
15.233108,-61.342977,6.36,-0.041
15.351911,24.95802,6.36,1.257
15.57246,-39.34921,6.36,-0.017
16.208936,75.210681,6.36,1.283
16.611928,15.497455,6.36,-0.055
16.872013,-41.854514,6.36,0.264
16.963939,42.512451,6.36,1.28
17.305697,-32.553107,6.36,0.109
17.342699,48.188791,6.36,0.427
17.361545,-24.906103,6.36,1.399
17.496485,-5.919479,6.36,0.93
17.561883,14.841598,6.36,1.595
17.677097,43.470666,6.36,1.199
17.730114,-13.508699,6.36,0.384
17.940063,-65.721739,6.36,0.451
18.004354,0.629483,6.36,0.16
18.014683,6.268294,6.36,-0.104
18.15284,30.469531,6.36,1.194
18.211838,41.14684,6.36,1.038
18.289928,-28.288975,6.36,0.536
18.400997,-3.583157,6.36,0.351
18.486909,-43.845939,6.36,0.904
18.539071,-14.644268,6.36,0.217
18.556308,-5.911718,6.36,0.034
18.599901,-29.699104,6.36,1.272
18.660244,5.264287,6.36,0.8
19.302714,-53.387086,6.36,0.505
19.646942,3.381522,6.36,0.001
19.746959,40.716803,6.36,1.561
20.185395,-57.524239,6.36,0.057
20.262013,50.232903,6.36,0.096
20.596614,-44.337606,6.36,0.958
20.669925,-23.773867,6.36,0.719
20.88538,29.649097,6.36,1.085
21.02445,-68.209593,6.36,0.101
21.271424,44.238222,6.36,0.979
21.603885,30.055422,6.36,1.24
21.904839,19.718121,6.36,0.938
22.033715,10.973806,6.36,-0.104
22.076255,32.941744,6.36,1.121
22.158044,-23.659109,6.36,0.921
22.17092,72.111265,6.36,-0.053
22.172788,14.629858,6.36,1.08
22.504819,-14.585734,6.36,-0.047
22.692029,30.965861,6.36,1.579
22.805927,-61.684364,6.36,1.059
22.925165,-20.139404,6.36,1.429
23.243468,24.102898,6.36,1.167
23.819974,58.963202,6.36,0.408
23.873533,75.544588,6.36,0.977
1.366383,76.238804,6.37,0.283
1.495226,-25.617749,6.37,1.141
1.83024,-38.402797,6.37,0.523
1.935945,-49.836446,6.37,-0.081
1.974078,-33.066787,6.37,1.006
2.266033,47.811937,6.37,1.029
3.077957,15.856023,6.37,1.4
3.176496,-23.738548,6.37,0.912
3.394164,4.882105,6.37,0.851
3.505387,71.863897,6.37,1.772
3.561455,57.868725,6.37,0.523
3.941017,-13.597531,6.37,1.585
4.122611,-64.222291,6.37,0.636
4.433708,4.373451,6.37,1.078
4.534669,5.410035,6.37,0.42
4.577261,-24.0405,6.37,1.137
5.162367,64.91949,6.37,0.448
5.32151,-18.519919,6.37,-0.134
5.942899,-23.21531,6.37,1.068
6.183825,18.130465,6.37,1.35
6.22925,-23.861938,6.37,0.713
6.264992,1.169078,6.37,0.443
6.412193,-28.780112,6.37,0.626
6.736812,36.109258,6.37,0.065
6.860938,3.041991,6.37,0.052
7.08583,47.775044,6.37,-0.048
7.598884,43.030959,6.37,0.364
7.637325,24.360441,6.37,0.337
7.745519,-66.071933,6.37,0.949
7.861358,-12.819405,6.37,0.384
7.9871,-49.973772,6.37,-0.089
8.145439,-20.363173,6.37,0.141
8.733272,4.334558,6.37,-0.04
9.102117,-64.499849,6.37,1.361
9.186865,80.828909,6.37,0.385
9.672241,-10.769185,6.37,0.083
10.476812,45.212211,6.37,1.33
10.87047,1.024973,6.37,0.087
11.848706,12.279037,6.37,0.294
12.099948,-3.131591,6.37,0.997
12.501327,-13.393184,6.37,0.591
13.257141,-69.679284,6.37,1.21
13.384056,-48.562791,6.37,-0.077
13.57274,38.789265,6.37,0.241
14.656814,-49.055319,6.37,0.44
17.16841,-61.675456,6.37,-0.049
17.358677,28.758101,6.37,0.724
17.467316,-8.208374,6.37,0.57
17.60595,27.566639,6.37,1.586
17.684857,24.513254,6.37,1.204
17.866917,46.643574,6.37,1.06
18.090767,-81.486568,6.37,1.528
18.432008,14.966232,6.37,-0.037
18.845986,10.976392,6.37,1.443
18.990772,-18.566433,6.37,0.962
19.051944,-19.103024,6.37,0.48
19.392779,33.221966,6.37,0.804
19.489267,-7.044086,6.37,0.87
19.520432,55.731836,6.37,1.123
19.590314,2.913605,6.37,0.414
19.604357,14.39107,6.37,1.045
19.657038,16.571121,6.37,1.918
19.664486,-66.685505,6.37,0.037
19.719657,38.671713,6.37,1.22
20.090707,15.500412,6.37,1.615
20.532836,25.804977,6.37,0.281
21.057241,50.351914,6.37,0.986
21.860347,65.75271,6.37,0.281
22.145178,-33.125691,6.37,0.205
22.597774,56.070574,6.37,0.107
22.759581,30.442557,6.37,0.933
22.901568,-19.175149,6.37,1.515
23.045875,44.05875,6.37,-0.02
23.402464,41.612874,6.37,1.702
23.468109,-11.449752,6.37,0.902
0.07231,-29.268822,6.38,0.006
0.663247,82.493762,6.38,0.551
0.849263,51.508032,6.38,0.307
1.642174,45.399706,6.38,-0.021
1.766959,-27.348831,6.38,0.366
2.142655,44.459429,6.38,0.965
2.191443,57.645543,6.38,0.298
2.865621,-30.81452,6.38,0.484
3.058376,28.269906,6.38,0.306
3.129817,47.308709,6.38,0.122
3.531568,-25.614149,6.38,0.12
4.385488,-35.544815,6.38,1.242
4.421976,-44.160897,6.38,0.457
4.481108,30.361492,6.38,0.547
5.137016,-15.095354,6.38,0.889
5.512522,39.825916,6.38,0.986
5.728092,-45.832864,6.38,0.295
5.826146,-44.875394,6.38,1.262
6.048193,43.378334,6.38,1.205
6.527065,15.903501,6.38,0.275
7.284277,26.689485,6.38,0.883
7.441052,10.608067,6.38,0.078
7.480946,-64.509804,6.38,1.554
7.519107,11.202979,6.38,1.278
7.629173,-38.010425,6.38,1.472
7.795891,-16.014483,6.38,1.697
7.848175,0.079556,6.38,1.237
8.228075,-33.569528,6.38,1.141
8.5426,-15.030143,6.38,0.275
8.547669,-31.500853,6.38,0.78
8.831212,-39.141603,6.38,0.249
8.863899,-44.150931,6.38,-0.15
9.222652,-29.664369,6.38,1.6
10.223548,-33.031722,6.38,0.592
10.325651,-5.106148,6.38,0.894
10.768245,6.373183,6.38,1.121
11.018249,63.42111,6.38,0.169
11.565639,36.815614,6.38,1.057
11.715169,-79.306389,6.38,0.894
11.912396,-66.376198,6.38,0.406
12.324873,28.156916,6.38,0.523
12.566433,-49.90981,6.38,0.428
12.732963,-36.349153,6.38,-0.06
14.244711,21.873392,6.38,0.194
14.273416,39.744711,6.38,0.376
14.697566,-30.933156,6.38,-0.083
14.915013,-69.860956,6.38,-0.059
15.035715,-7.575299,6.38,0.18
15.486699,16.395618,6.38,0.955
16.034578,-51.120771,6.38,-0.003
16.802467,13.590296,6.38,0.877
16.9589,13.884113,6.38,0.93
17.102679,9.733868,6.38,1.458
17.103625,10.453878,6.38,0.896
17.433574,26.878734,6.38,0.124
17.490447,-38.51692,6.38,0.091
17.71821,44.08432,6.38,1.521
18.083556,41.94629,6.38,0.287
18.160408,38.457777,6.38,0.876
18.16205,-13.934435,6.38,1.428
18.165993,-59.040182,6.38,1.553
19.440688,62.557145,6.38,1.413
19.761015,36.091022,6.38,-0.049
19.981374,-68.762583,6.38,0.164
20.084837,-11.599413,6.38,0.543
20.367516,41.132137,6.38,1.016
20.439853,56.638698,6.38,0.018
20.631173,-25.10922,6.38,0.328
20.796633,3.306467,6.38,-0.013
20.884888,-11.573659,6.38,0.661
21.228464,64.403952,6.38,0.625
21.243625,0.092256,6.38,1.574
21.402202,-22.747101,6.38,1.026
21.414354,-3.398357,6.38,0.334
21.836939,-16.844914,6.38,1.42
22.084295,14.815918,6.38,1.523
22.103766,56.343396,6.38,-0.091
22.274902,27.80403,6.38,0.982
22.36413,42.078156,6.38,-0.086
22.638167,45.182935,6.38,0.771
22.973239,-1.410209,6.38,0.366
23.118062,35.636491,6.38,1.158
23.374605,25.918483,6.38,1.54
23.634175,-15.095108,6.38,1.078
0.381051,-12.209438,6.39,0.659
0.582046,13.371137,6.39,1.136
0.777313,69.325408,6.39,0.424
0.85509,3.38502,6.39,1.069
0.948624,68.775657,6.39,0.375
1.303858,57.803166,6.39,1.589
1.535438,34.799962,6.39,-0.103
1.59793,41.07642,6.39,1.122
1.612091,7.831529,6.39,1.605
2.114458,-19.138869,6.39,1.143
2.42402,-66.494026,6.39,1.511
3.432177,-35.920885,6.39,0.082
3.575996,-31.874801,6.39,1.404
4.020787,36.989477,6.39,-0.005
4.297733,80.535783,6.39,0.947
5.344635,66.746878,6.39,0.921
5.482475,-3.307429,6.39,-0.007
6.074752,51.573395,6.39,0.196
6.273276,17.181607,6.39,1.565
6.431202,11.125884,6.39,0.077
6.557409,-20.923961,6.39,0.817
6.626915,10.853293,6.39,1.351
6.902386,-5.852188,6.39,0.174
7.013818,-33.46553,6.39,1.052
7.444782,11.008833,6.39,-0.126
7.600447,-55.887708,6.39,1.182
7.779087,-12.675313,6.39,-0.004
8.239165,13.048296,6.39,1.034
8.51962,-47.86662,6.39,-0.147
8.66845,20.007788,6.39,0.98
8.878005,-52.128906,6.39,0.003
8.932196,-23.818303,6.39,0.157
9.027991,39.713518,6.39,0.314
9.051483,-53.550372,6.39,-0.074
9.124143,22.980872,6.39,0.453
9.632295,73.080394,6.39,0.352
9.711487,-35.501709,6.39,-0.053
9.934816,-40.824546,6.39,1.612
