num,name,epoch,a,e,inc,w,omega,m,H,G,info,wiki,wikipic
379,Huenna,59000,3.1402979,0.17978502,1.67018,180.48513,171.88584,13.2544622,8.9,0.15,,,
380,Fiducia,59000,2.6785323,0.11273222,6.16225,239.74501,95.04459,66.3373656,9.5,0.15,,,2/24/000380-asteroid_shape_model_%28380%29_Fiducia.png
381,Myrrha,59000,3.2249693,0.09014826,12.55828,143.60043,125.07573,228.3450249,8.4,0.15,,,
382,Dodona,59000,3.1226142,0.17146094,7.39128,270.34323,313.47229,256.2392508,8.8,0.15,,,thumb/c/c7/382Dodona_%28Lightcurve_Inversion%29.png/265px-382Dodona_%28Lightcurve_Inversion%29.png
383,Janina,59000,3.1376183,0.16751728,2.65958,324.49575,92.77942,322.1001023,9.9,0.15,,,
384,Burdigala,59000,2.6506102,0.1483678,5.59045,34.75716,47.82971,133.2085826,9.5,0.15,,,
385,Ilmatar,59000,2.8529322,0.12258869,13.5507,188.69759,344.94241,92.5581236,7.6,0.15,,,
386,Siegena,59000,2.8973452,0.16861975,20.21826,220.63533,166.64634,345.3181843,7.7,0.16,,,thumb/c/c1/386Siegena_%28Lightcurve_Inversion%29.png/265px-386Siegena_%28Lightcurve_Inversion%29.png
387,Aquitania,59000,2.7415247,0.23506379,18.11522,157.31963,128.21946,188.0049277,7.6,0.15,,,
388,Charybdis,59000,3.0038059,0.06579769,6.44601,332.41075,354.26078,276.5920915,8.6,0.07,,,1/10/000388-asteroid_shape_model_%28388%29_Charybdis.png
389,Industria,59000,2.6082749,0.06695013,8.12186,264.90531,282.28466,316.5713169,7.8,0.15,,,7/7b/000389-asteroid_shape_model_%28389%29_Industria.png
390,Alma,59000,2.6512897,0.13171881,12.16324,190.32134,305.20196,96.5043687,10.1,0.15,,,thumb/d/df/390Alma_%28Lightcurve_Inversion%29.png/265px-390Alma_%28Lightcurve_Inversion%29.png
391,Ingeborg,59000,2.3196496,0.30568588,23.20359,147.0248,212.86449,211.0955401,10.8,0.15,,,f/f3/000391-asteroid_shape_model_%28391%29_Ingeborg.png
392,Wilhelmina,59000,2.8843198,0.14058113,14.3147,173.62577,209.80229,244.41988,9.8,0.15,,,
393,Lampetia,59000,2.7800701,0.33043797,14.87475,90.71192,212.43988,111.1928861,8.4,0.15,,,
394,Arduina,59000,2.7634649,0.22705364,6.21912,271.18492,66.89962,171.1474399,9.7,0.15,,,d/de/000394-asteroid_shape_model_%28394%29_Arduina.png
395,Delia,59000,2.7849356,0.08498222,3.35449,10.934,259.28127,150.531608,10.4,0.15,,,
396,Aeolia,59000,2.7420315,0.16062347,2.55021,21.61466,249.91825,26.0420411,10.1,0.15,,,
397,Vienna,59000,2.6342226,0.24769924,12.8636,140.07613,227.91487,164.8655247,9.4,0.15,,,
398,Admete,59000,2.7392539,0.22331239,9.55526,160.31888,279.82691,256.876801,10.4,0.15,,,
399,Persephone,59000,3.0501433,0.07593301,13.11386,193.40197,346.19668,154.6077887,9,0.15,,,thumb/4/46/399Persephone_%28Lightcurve_Inversion%29.png/265px-399Persephone_%28Lightcurve_Inversion%29.png
400,Ducrosa,59000,3.1259637,0.11629225,10.5267,237.57654,327.03287,184.7399828,10.5,0.15,,,7/77/000400-asteroid_shape_model_%28400%29_Ducrosa.png
401,Ottilia,59000,3.3429053,0.03177496,5.96424,299.46681,36.05898,33.3291943,9.2,0.15,,,
402,Chloe,59000,2.5580928,0.11224048,11.83303,17.58572,129.34217,240.4834795,9,0.15,,,d/d9/000402-asteroid_shape_model_%28402%29_Chlo%C3%AB.png
403,Cyane,59000,2.8096025,0.09804777,9.15836,254.79057,244.36088,284.0151166,8.9,0.15,,,thumb/2/23/403Cyane_%28Lightcurve_Inversion%29.png/265px-403Cyane_%28Lightcurve_Inversion%29.png
404,Arsinoe,59000,2.5937894,0.19859275,14.10529,120.64871,92.59443,11.5490055,9.2,0.15,,,
405,Thia,59000,2.5851451,0.24310389,11.93882,308.86329,255.21686,99.3071197,8.6,0.15,,,
406,Erna,59000,2.9163861,0.17820504,4.19322,37.46127,315.47867,6.5900262,10.3,0.15,,,thumb/7/7a/406Erna_%28Lightcurve_Inversion%29.png/220px-406Erna_%28Lightcurve_Inversion%29.png
407,Arachne,59000,2.6250864,0.06995514,7.52171,82.44648,294.58114,119.1023075,9.1,0.15,,,6/66/000407-asteroid_shape_model_%28407%29_Arachne.png
408,Fama,59000,3.1663084,0.14499673,9.08626,108.60189,297.13218,33.9260482,9.3,0.15,,,
409,Aspasia,59000,2.57612,0.07232457,11.26674,353.34859,242.1523,234.5242322,7.6,0.29,,,thumb/8/86/409Aspasia_%28Lightcurve_Inversion%29.png/265px-409Aspasia_%28Lightcurve_Inversion%29.png
410,Chloris,59000,2.7229007,0.24203217,10.96748,172.76815,96.93051,72.9999299,8.3,0.15,,,
411,Xanthe,59000,2.9332231,0.11569437,15.35417,181.10022,107.3806,85.249374,9.3,0.15,,,
412,Elisabetha,59000,2.7631541,0.04246651,13.76898,91.74241,106.44249,301.5222962,9.2,0.15,,,
413,Edburga,59000,2.5854089,0.3412612,18.72704,252.82556,103.71467,55.3913064,9.9,0.15,,,thumb/9/9d/413Edburga_%28Lightcurve_Inversion%29.png/265px-413Edburga_%28Lightcurve_Inversion%29.png
414,Liriope,59000,3.5083068,0.07271715,9.557,318.71552,110.57082,30.8799684,9.6,0.15,,,
415,Palatia,59000,2.7928744,0.29978315,8.21821,298.98882,126.33579,288.2683121,9.4,0.15,,,
416,Vaticana,59000,2.7923712,0.21797166,12.86047,198.19441,58.08522,203.7516026,7.7,0.2,,,thumb/1/10/416Vaticana_%28Lightcurve_Inversion%29.png/265px-416Vaticana_%28Lightcurve_Inversion%29.png
417,Suevia,59000,2.7983676,0.13584515,6.64826,348.79346,199.50463,199.1942082,9.5,0.15,,,thumb/2/20/417Suevia_%28Lightcurve_Inversion%29.png/265px-417Suevia_%28Lightcurve_Inversion%29.png
418,Alemannia,59000,2.5918875,0.1198788,6.81838,126.40841,248.82531,203.4880405,9.8,0.15,,,
419,Aurelia,59000,2.5969313,0.25090787,3.92604,44.55581,229.11085,267.1960119,8.6,0.15,,,
420,Bertholda,59000,3.4133188,0.02960705,6.6894,235.41549,242.64188,79.1903395,8.4,0.15,,,
421,Zahringia,59000,2.5398555,0.28356453,7.78619,209.11784,187.39117,181.0302858,11.6,0.15,,,
422,Berolina,59000,2.2285765,0.21407755,4.99472,335.35112,9.04451,84.3195844,10.6,0.15,,,
423,Diotima,59000,3.0674155,0.03567936,11.24374,199.03818,69.37738,135.3047907,7.3,0.15,,,thumb/e/ef/423Diotima_%28Lightcurve_Inversion%29.png/265px-423Diotima_%28Lightcurve_Inversion%29.png
424,Gratia,59000,2.7730747,0.10838387,8.22243,333.74826,99.14904,286.7482961,9.6,0.15,,,
425,Cornelia,59000,2.8859591,0.05938281,4.04729,121.62886,61.06024,346.6641871,9.8,0.15,,,0/0f/000425-asteroid_shape_model_%28425%29_Cornelia.png
426,Hippo,59000,2.8871683,0.10558994,19.50015,222.10552,311.32272,168.9462044,8.6,0.15,,,3/35/000426-asteroid_shape_model_%28426%29_Hippo.png
427,Galene,59000,2.9727152,0.12068025,5.12844,11.2942,297.36864,0.5260571,10.1,0.15,,,0/09/000427-asteroid_shape_model_%28427%29_Galene.png
428,Monachia,59000,2.3078607,0.17764904,6.19093,15.86274,17.54641,0.7297627,12,0.15,,,
429,Lotis,59000,2.6076468,0.12309121,9.54122,169.16071,219.93992,55.5941788,10,0.15,,,
430,Hybris,59000,2.8485536,0.25296,14.58327,179.07209,249.4331,200.7170388,11.1,0.15,,,
431,Nephele,59000,3.1405416,0.17033405,1.82775,217.05379,117.18589,117.669289,8.9,0.15,,,
432,Pythia,59000,2.3695758,0.1465455,12.12114,174.07682,88.74934,22.7028923,8.9,0.15,,,
434,Hungaria,59000,1.9443923,0.0738388,22.50907,123.8685,175.30489,10.0452721,11.2,0.15,,,
435,Ella,59000,2.4495058,0.15573477,1.81644,333.41395,23.17477,265.7221279,10.4,0.15,,,thumb/5/5f/435Ella_%28Lightcurve_Inversion%29.png/265px-435Ella_%28Lightcurve_Inversion%29.png
436,Patricia,59000,3.201956,0.06885814,18.50358,41.05808,351.31435,63.1602572,10,0.15,,,thumb/3/35/436Patricia_%28Lightcurve_Inversion%29.png/265px-436Patricia_%28Lightcurve_Inversion%29.png
437,Rhodia,59000,2.3857174,0.24875325,7.34523,61.83976,263.20947,9.9514633,10.4,0.15,,,
438,Zeuxo,59000,2.5538889,0.06865925,7.36777,210.62737,49.10635,62.2530218,10,0.15,,,
439,Ohio,59000,3.1309789,0.06571581,19.1317,244.53254,201.45397,281.1730564,9.8,0.15,,,
440,Theodora,59000,2.2098605,0.10785646,1.59732,179.50582,292.05571,284.1185705,11.5,0.15,,,thumb/0/0e/440Theodora_%28Lightcurve_Inversion%29.png/265px-440Theodora_%28Lightcurve_Inversion%29.png
441,Bathilde,59000,2.8052138,0.08070929,8.1591,203.08947,253.52265,280.1192188,8.5,0.15,,,thumb/1/19/441Bathilde_%28Lightcurve_Inversion%29.png/265px-441Bathilde_%28Lightcurve_Inversion%29.png
442,Eichsfeldia,59000,2.3454192,0.07074211,6.06952,84.5614,134.89036,210.671292,10,0.15,,,
443,Photographica,59000,2.2154445,0.04072419,4.23475,349.12011,175.4135,267.7880971,10.1,0.15,,,
444,Gyptis,59000,2.7719206,0.17511967,10.26998,154.45732,195.65514,311.8302879,8.1,0.22,,,
445,Edna,59000,3.1984585,0.19696066,21.30998,81.62147,292.01308,71.1714085,9.2,0.15,,,
446,Aeternitas,59000,2.7865688,0.125868,10.61722,278.82768,42.04096,20.6571145,8.7,0.15,,,
447,Valentine,59000,2.9854127,0.04460082,4.79404,321.69755,71.82614,126.7658901,9.1,0.15,,,
448,Natalie,59000,3.1324357,0.18794572,12.72654,293.91567,37.27683,277.1485485,10.2,0.15,,,
449,Hamburga,59000,2.5522345,0.17256676,3.08441,47.45136,85.92159,110.5333418,9.9,0.15,,,
450,Brigitta,59000,3.0169175,0.09721669,10.13236,358.81967,14.37246,26.1822314,10.2,0.15,,,7/7a/000450-asteroid_shape_model_%28450%29_Brigitta.png
451,Patientia,59000,3.0611216,0.07447465,15.23852,336.5832,89.24401,177.4668519,6.7,0.19,,,
452,Hamiltonia,59000,2.847424,0.01440527,3.2247,62.64488,92.47459,303.8151074,11.8,0.15,,,
453,Tea,59000,2.1835063,0.10908324,5.54979,220.72964,11.70411,26.1520154,10.5,0.15,,,
454,Mathesis,59000,2.6296097,0.11006119,6.28895,177.87956,32.26283,61.3895205,9.3,0.15,,,
455,Bruchsalia,59000,2.6558563,0.29457417,12.01491,273.46187,76.10839,178.526044,8.9,0.15,,,
456,Abnoba,59000,2.7883808,0.17874582,14.43748,6.91879,229.19709,297.6538609,9.2,0.15,,,
457,Alleghenia,59000,3.0945657,0.17076924,12.97432,130.63968,249.43942,355.0120862,11.1,0.15,,,
458,Hercynia,59000,2.9935373,0.24194271,12.6541,277.17666,134.13756,8.3880856,9.6,0.15,,,
459,Signe,59000,2.6205122,0.21070115,10.29844,19.56482,29.47475,55.1269178,10.3,0.15,,,
460,Scania,59000,2.7181731,0.10585561,4.63455,161.65802,205.19935,266.5748347,10.8,0.15,,,
461,Saskia,59000,3.1226793,0.14353675,1.46865,307.73016,156.53599,212.0183443,10.5,0.15,,,
462,Eriphyla,59000,2.8716834,0.08829446,3.19271,251.08491,105.27643,224.5120013,9.4,0.15,,,3/38/000462-asteroid_shape_model_%28462%29_Eriphyla.png
463,Lola,59000,2.3989095,0.21928962,13.53704,329.60763,36.50921,86.2443983,11.7,0.15,,,
464,Megaira,59000,2.8006103,0.20558962,10.16996,258.18936,102.3666,253.4250779,9.7,0.15,,,
465,Alekto,59000,3.0948845,0.2059008,4.64873,284.05995,300.57303,261.5118372,9.8,0.15,,,
466,Tisiphone,59000,3.3546912,0.09222752,19.11641,250.60767,290.84985,62.7434213,8.5,0.15,,,
467,Laura,59000,2.9457134,0.10629259,6.44838,93.57054,322.11289,275.9908116,10.8,0.15,,,
468,Lina,59000,3.1332823,0.19740817,0.43691,332.81208,21.42246,277.994557,9.7,0.15,,,
469,Argentina,59000,3.1793509,0.15863498,11.59505,209.95375,333.44219,36.01739,8.7,0.15,,,
470,Kilia,59000,2.4046411,0.09386887,7.22715,47.39631,173.22518,328.9467618,10,0.15,,,
471,Papagena,59000,2.8891147,0.2283735,15.01635,315.54632,83.80698,325.7627031,6.6,0.37,,,thumb/a/a2/471Papagena_%28Lightcurve_Inversion%29.png/265px-471Papagena_%28Lightcurve_Inversion%29.png
472,Roma,59000,2.5436467,0.0946039,15.80973,296.60987,127.0634,353.1066513,8.9,0.15,,,
473,Nolli,59000,2.6636248,0.10643713,12.93027,153.39112,332.08112,185.8672164,11.7,0.15,,,
474,Prudentia,59000,2.4530131,0.21042254,8.79638,156.11999,161.79777,215.7044245,11,0.15,,,
475,Ocllo,59000,2.5948602,0.3788629,18.94334,305.89222,34.42168,143.6979481,11.5,0.15,,,
476,Hedwig,59000,2.6502446,0.07265951,10.92697,1.09217,286.34173,236.2661636,8.6,0.15,,,
477,Italia,59000,2.4149986,0.18807619,5.28844,322.67608,10.65623,231.4490058,10.3,0.15,,,
478,Tergeste,59000,3.0189704,0.08225278,13.17624,240.13946,233.89664,139.3314602,8,0.15,,,
479,Caprera,59000,2.7193166,0.21893434,8.6833,269.68871,136.02539,149.135453,9.8,0.15,,,
480,Hansa,59000,2.6442281,0.04620707,21.30483,213.83833,237.1794,46.85117,8.3,0.15,,,
481,Emita,59000,2.7401865,0.15750254,9.84397,349.55352,66.73698,85.4770093,8.9,0.15,,,
482,Petrina,59000,3.0002526,0.09716721,14.46932,87.48549,179.38361,192.0395588,8.9,0.15,,,
483,Seppina,59000,3.4238201,0.05119724,18.75277,162.12153,173.93116,65.6700278,8.3,0.15,,,
484,Pittsburghia,59000,2.6678143,0.05838854,12.51409,191.0022,127.2563,301.9654775,9.8,0.15,,,thumb/7/74/484Pittsburghia_%28Lightcurve_Inversion%29.png/265px-484Pittsburghia_%28Lightcurve_Inversion%29.png
485,Genua,59000,2.7481299,0.19230847,13.86684,272.29947,193.4291,61.0059923,8.3,0.15,,,
486,Cremona,59000,2.3527619,0.16180805,11.09248,124.57466,94.222,274.0968207,11.1,0.15,,,thumb/7/78/486Cremona_%28Lightcurve_Inversion%29.png/265px-486Cremona_%28Lightcurve_Inversion%29.png
487,Venetia,59000,2.6714258,0.08643394,10.25323,280.58484,114.77429,279.3385154,8.3,0.15,,,
488,Kreusa,59000,3.1695976,0.15852104,11.51876,71.84197,84.2216,81.8511638,8,0.15,,,
489,Comacina,59000,3.1497114,0.04784546,12.9935,9.93769,166.70285,171.1413605,8.4,0.15,,,0/0a/000489-asteroid_shape_model_%28489%29_Comacina.png
490,Veritas,59000,3.1777074,0.09234616,9.27228,193.15589,178.18769,276.7334063,8.6,0.15,,,
491,Carina,59000,3.1892039,0.08716016,18.8645,232.76605,175.40861,178.3536545,9.1,0.15,,,
492,Gismonda,59000,3.1140511,0.17849644,1.61826,296.65049,46.19707,158.6587786,10,0.15,,,
493,Griseldis,59000,3.1175783,0.1758681,15.17499,46.91758,357.33881,84.209403,10.9,0.15,,,
494,Virtus,59000,2.9865915,0.06502132,7.07684,216.62106,38.11331,52.209699,9.1,0.15,,,
495,Eulalia,59000,2.4871132,0.12847668,2.27849,207.78126,186.40958,356.3623309,11,0.15,,,3/32/000495-asteroid_shape_model_%28495%29_Eulalia.png
496,Gryphia,59000,2.198797,0.07964524,3.7912,258.90058,207.59147,330.1473521,11.8,0.15,,,
497,Iva,59000,2.8504339,0.30069173,4.82143,3.5262,6.30539,168.8734699,9.9,0.11,,,4/4a/000497-asteroid_shape_model_%28497%29_Iva.png
498,Tokio,59000,2.6522182,0.22274943,9.49687,241.7794,97.21169,137.4817312,8.9,0.15,,,
499,Venusia,59000,4.0067956,0.21609128,2.09265,174.81389,256.24447,321.5214766,9.5,0.15,,,thumb/6/6e/499Venusia_%28Lightcurve_Inversion%29.png/265px-499Venusia_%28Lightcurve_Inversion%29.png
500,Selinur,59000,2.612663,0.14370966,9.78127,74.75864,289.82859,9.6075196,9.3,0.15,,,
501,Urhixidur,59000,3.1637226,0.14124911,20.83436,356.11754,357.24493,85.1389476,9.4,0.15,,,
502,Sigune,59000,2.3821815,0.17989301,25.03464,19.07027,132.96169,286.8841798,10.8,0.15,,,d/da/000502-asteroid_shape_model_%28502%29_Sigune.png
503,Evelyn,59000,2.7226865,0.17618982,5.01012,41.76568,68.89555,45.6269825,9.3,0.15,,,
504,Cora,59000,2.7226054,0.21507211,12.89823,248.24429,104.4755,49.950272,10,0.15,,,
505,Cava,59000,2.6840626,0.24519307,9.83951,337.03082,90.86939,173.5933502,8.6,-0.03,,,thumb/7/73/505Cava_%28Lightcurve_Inversion%29.png/265px-505Cava_%28Lightcurve_Inversion%29.png
506,Marion,59000,3.0390926,0.14734723,17.00621,145.86221,312.9343,78.746508,8.9,0.15,,,
507,Laodica,59000,3.15481,0.10066857,9.49837,100.50421,293.43019,75.8318837,9.2,0.15,,,
508,Princetonia,59000,3.1624713,0.00815003,13.33411,202.99566,44.20428,262.5673242,8.4,0.15,,,0/09/000508-asteroid_shape_model_%28508%29_Princetonia.png
509,Iolanda,59000,3.0630248,0.09575689,15.40875,157.43037,217.52605,147.6627149,8.4,0.15,,,thumb/a/af/509Iolanda_%28Lightcurve_Inversion%29.png/265px-509Iolanda_%28Lightcurve_Inversion%29.png
510,Mabella,59000,2.6106668,0.19051792,9.53451,91.08358,202.69605,237.0199718,9.8,0.15,,,
512,Taurinensis,59000,2.1896762,0.25401719,8.74794,249.18771,107.02865,335.3433991,10.8,0.15,,,thumb/e/e5/512Taurinensis_%28Lightcurve_Inversion%29.png/265px-512Taurinensis_%28Lightcurve_Inversion%29.png
513,Centesima,59000,3.0146685,0.08418045,9.73144,225.95507,184.43482,51.0055768,9.5,0.15,,,
514,Armida,59000,3.0469607,0.03770744,3.88185,109.64947,268.54616,309.3897269,9.2,0.15,,,
515,Athalia,59000,3.1208567,0.17569215,2.03848,300.30118,121.0914,357.4314033,10.8,0.15,,,
516,Amherstia,59000,2.6809382,0.27188701,12.9592,258.19111,328.80155,340.3112842,8.2,0.15,,,thumb/1/1c/516Amherstia_%28Lightcurve_Inversion%29.png/265px-516Amherstia_%28Lightcurve_Inversion%29.png
517,Edith,59000,3.1553517,0.17922348,3.22852,143.2854,273.82738,286.7286575,9.5,0.15,,,
518,Halawe,59000,2.5323867,0.22836488,6.72671,117.3001,203.92286,3.9420243,11,0.15,,,d/d9/000518-asteroid_shape_model_%28518%29_Halawe.png
519,Sylvania,59000,2.790712,0.18293095,11.01184,302.57291,44.71353,39.6518856,9,0.15,,,thumb/e/ea/519Sylvania_%28Lightcurve_Inversion%29.png/265px-519Sylvania_%28Lightcurve_Inversion%29.png
520,Franziska,59000,3.0035741,0.1102356,10.9598,21.35715,34.27987,121.0634728,10.6,0.15,,,
521,Brixia,59000,2.7448486,0.27962721,10.59383,315.91802,89.64884,253.1310941,8.5,-0.06,,,
522,Helga,59000,3.6246631,0.08634523,4.42009,248.24933,116.57068,38.4142736,9,0.15,,,
523,Ada,59000,2.9653503,0.17852903,4.31313,189.98367,260.61932,300.9720197,9.9,0.15,,,
524,Fidelio,59000,2.6341733,0.12856317,8.22899,79.75735,326.68399,158.4562453,9.9,0.15,,,
525,Adelaide,59000,2.2451743,0.10312421,5.99442,264.2634,203.39607,1.7912289,12.1,0.15,,,
526,Jena,59000,3.1208297,0.13351966,2.17369,357.38692,137.76551,64.9560173,10.1,0.15,,,6/69/000526-asteroid_shape_model_%28526%29_Jena.png
527,Euryanthe,59000,2.7260063,0.15048262,9.66148,203.97645,120.50411,191.3418902,10.4,0.15,,,
528,Rezia,59000,3.394207,0.021171,12.70834,349.76459,49.53435,345.9688798,9,0.15,,,thumb/b/b7/528Rezia_%28Lightcurve_Inversion%29.png/265px-528Rezia_%28Lightcurve_Inversion%29.png
529,Preziosa,59000,3.0152645,0.09621446,11.02455,333.0365,65.20476,202.9487105,10,0.15,,,
530,Turandot,59000,3.1904552,0.21924426,8.56425,199.50148,129.10738,335.4492857,9.3,0.15,,,
531,Zerlina,59000,2.785457,0.19730439,33.99355,57.93808,197.70586,315.8022176,12,0.15,,,thumb/9/90/531Zerlina_%28Lightcurve_Inversion%29.png/265px-531Zerlina_%28Lightcurve_Inversion%29.png
533,Sara,59000,2.9793883,0.04498239,6.55567,32.76877,180.316,201.4952125,9.7,0.15,,,0/06/000533-asteroid_shape_model_%28533%29_Sara.png
534,Nassovia,59000,2.8844069,0.05878589,3.27511,338.75737,94.09254,25.3653968,9.7,0.15,,,thumb/b/b9/534Nassovia_%28Lightcurve_Inversion%29.png/265px-534Nassovia_%28Lightcurve_Inversion%29.png
535,Montague,59000,2.5710998,0.02407797,6.77577,67.90242,84.80149,136.8001563,9.4,0.15,,,
536,Merapi,59000,3.4990263,0.08664397,19.423,295.47397,59.21685,153.4898941,8.2,0.15,,,
537,Pauly,59000,3.0754433,0.22895059,9.87436,187.42051,120.17043,192.5217777,8.7,0.15,,,
538,Friederike,59000,3.1578286,0.17004595,6.52181,227.50395,141.15996,161.2530115,9.6,0.15,,,
539,Pamina,59000,2.7375257,0.2134809,6.7993,97.43149,274.28722,161.020931,10.1,0.15,,,
540,Rosamunde,59000,2.2188159,0.09024293,5.58219,337.88339,202.11972,142.4128353,10.7,0.15,,,thumb/0/0b/540Rosamunde_%28Lightcurve_Inversion%29.png/265px-540Rosamunde_%28Lightcurve_Inversion%29.png
541,Deborah,59000,2.8155152,0.04986209,6.00242,358.79302,267.6299,238.7176258,10.1,0.15,,,
542,Susanna,59000,2.9065344,0.14150373,12.07512,216.78919,152.94607,115.248667,9.4,0.15,,,
543,Charlotte,59000,3.057232,0.15409668,8.47948,109.19596,294.9667,189.6019827,9.5,0.15,,,thumb/c/c3/543Charlotte_%28Lightcurve_Inversion%29.png/265px-543Charlotte_%28Lightcurve_Inversion%29.png
544,Jetta,59000,2.5918582,0.15319394,8.37245,343.4489,298.30375,336.10304,10,0.15,,,thumb/4/4e/544Jetta_%28Lightcurve_Inversion%29.png/265px-544Jetta_%28Lightcurve_Inversion%29.png
545,Messalina,59000,3.2027599,0.16985812,11.20435,330.95378,333.60048,185.8836598,8.8,0.15,,,
546,Herodias,59000,2.5984228,0.11509674,14.84936,108.89015,21.7669,118.8447016,9.9,0.15,,,
547,Praxedis,59000,2.7742842,0.23493156,16.85845,196.46999,193.07223,13.9831703,9.8,0.15,,,
548,Kressida,59000,2.2817782,0.18540679,3.87271,320.17658,108.42157,168.6880086,11.3,0.15,,,
549,Jessonda,59000,2.6832372,0.25824155,3.96053,157.98581,291.40626,83.4691572,10.9,0.15,,,
550,Senta,59000,2.5887443,0.22344693,10.11054,45.07217,270.69647,349.1161032,9.3,0.15,,,thumb/a/ab/550Senta_%28Lightcurve_Inversion%29.png/265px-550Senta_%28Lightcurve_Inversion%29.png
551,Ortrud,59000,2.9738179,0.11971946,0.39573,69.11632,5.65977,215.7208885,9.7,0.15,,,
552,Sigelinde,59000,3.1528164,0.09025904,7.69635,347.51585,266.91797,42.626919,9.6,0.15,,,
553,Kundry,59000,2.2316614,0.10932082,5.38685,354.61745,72.36317,244.9752706,12.2,0.15,,,thumb/d/da/553Kundry_%28Lightcurve_Inversion%29.png/265px-553Kundry_%28Lightcurve_Inversion%29.png
554,Peraga,59000,2.3764898,0.15219444,2.93561,127.3453,295.39655,232.7505898,9.1,0.15,,,
555,Norma,59000,3.1977682,0.1499295,2.65607,358.55017,130.20894,154.5226132,10.8,0.15,,,
556,Phyllis,59000,2.4638556,0.10404918,5.24656,178.04171,286.04081,297.1111002,9.5,0.15,,,thumb/b/b6/556Phyllis_%28Lightcurve_Inversion%29.png/265px-556Phyllis_%28Lightcurve_Inversion%29.png
557,Violetta,59000,2.4422034,0.09930956,2.48971,194.85822,292.79184,81.6778946,12.1,0.15,,,
558,Carmen,59000,2.9068338,0.04230323,8.37612,311.17324,143.71044,135.7884961,9.1,0.15,,,
559,Nanon,59000,2.7121553,0.06556225,9.30196,128.67062,112.06473,238.2330087,9.5,0.15,,,
560,Delila,59000,2.7511281,0.1606283,8.46948,3.92584,105.33508,129.9595951,11.1,0.15,,,
561,Ingwelde,59000,3.1724903,0.12088042,1.54759,317.85404,159.14262,208.085428,11.2,0.15,,,
562,Salome,59000,3.017567,0.10158936,11.10462,263.60964,70.59246,217.0395067,10,0.15,,,
563,Suleika,59000,2.71279,0.23596254,10.24274,336.89535,85.18607,53.2657658,8.4,0.15,,,
564,Dudu,59000,2.7455438,0.27740613,17.99177,214.84535,70.76109,50.104469,10.3,0.15,,,
565,Marbachia,59000,2.4446747,0.12963459,10.99056,292.06905,225.78468,113.7664228,10.9,0.15,,,
566,Stereoskopia,59000,3.3776754,0.1197648,4.89456,299.55185,79.55333,38.6188525,8.1,0.15,,,
567,Eleutheria,59000,3.1347061,0.09020977,9.25413,133.69741,58.26404,309.4552606,9.2,0.15,,,6/68/000567-asteroid_shape_model_%28567%29_Eleutheria.png
568,Cheruskia,59000,2.8817523,0.16823478,18.39326,174.08175,249.78122,86.4737858,9.6,0.15,,,
569,Misa,59000,2.6566257,0.18113119,1.29157,142.68339,301.68932,90.56516,10.2,0.15,,,
570,Kythera,59000,3.4180007,0.11834712,1.81701,161.39794,223.34147,337.4091393,8.7,0.15,,,
571,Dulcinea,59000,2.4090231,0.24384642,5.22787,27.51955,3.17669,214.2971372,11.7,0.15,,,
572,Rebekka,59000,2.4016783,0.15671295,10.57276,191.87802,194.49684,284.0892022,10.8,0.15,,,thumb/7/7c/572Rebekka_%28Lightcurve_Inversion%29.png/265px-572Rebekka_%28Lightcurve_Inversion%29.png
573,Recha,59000,3.0149962,0.11036109,9.82866,29.35163,342.66059,318.9613185,9.4,0.15,,,thumb/e/ec/573Recha_%28Lightcurve_Inversion%29.png/265px-573Recha_%28Lightcurve_Inversion%29.png
574,Reginhild,59000,2.2529751,0.23842374,5.68479,77.07171,336.65254,297.5826577,12.3,0.15,,,
575,Renate,59000,2.5546087,0.12691949,15.00359,333.68768,349.61103,58.759157,10.8,0.15,,,
576,Emanuela,59000,2.9895932,0.19189308,10.20397,27.08078,299.60881,94.7637084,9.3,0.15,,,
577,Rhea,59000,3.1138827,0.15583161,5.29928,330.16967,328.49063,357.3815458,9.4,0.15,,,1/14/000577-asteroid_shape_model_%28577%29_Rhea.png
578,Happelia,59000,2.75153,0.19232512,6.14879,261.31176,29.39541,142.9940762,9.4,0.15,,,thumb/c/cd/578Happelia_%28Lightcurve_Inversion%29.png/265px-578Happelia_%28Lightcurve_Inversion%29.png
579,Sidonia,59000,3.0115456,0.07761766,11.01925,228.38354,82.64888,65.3676473,7.9,0.15,,,
580,Selene,59000,3.2266537,0.08665037,3.67128,338.53813,98.91282,278.6523604,10.2,0.15,,,
581,Tauntonia,59000,3.2111445,0.03398073,21.89765,26.28159,102.45236,266.7269749,9.8,0.15,,,
582,Olympia,59000,2.609945,0.22239911,30.03262,310.3249,155.7026,54.7707764,9,0.15,,,
583,Klotilde,59000,3.173403,0.16038175,8.2435,252.18454,257.85708,333.1485673,9.2,0.15,,,
584,Semiramis,59000,2.3731128,0.2337463,10.72413,85.4054,282.03702,183.3860277,8.5,0.24,,,thumb/e/e4/584Semiramis_%28Lightcurve_Inversion%29.png/265px-584Semiramis_%28Lightcurve_Inversion%29.png
585,Bilkis,59000,2.4305972,0.12813748,7.5672,328.89376,180.28146,64.6873917,10.5,0.15,,,
586,Thekla,59000,3.0402097,0.06353475,1.6275,253.20047,228.34982,215.876641,9.4,0.15,,,
