num,name,epoch,a,e,inc,w,omega,m,H,G,info,wiki,wikipic
187,Lamberta,59000,2.7271254,0.24129562,10.58458,196.82229,21.69148,163.9267712,8.3,0.15,,,
188,Menippe,59000,2.7606388,0.17939718,11.70492,70.17072,240.89446,287.3670481,9.4,0.15,,,thumb/8/8a/188Menippe_%28Lightcurve_Inversion%29.png/265px-188Menippe_%28Lightcurve_Inversion%29.png
189,Phthia,59000,2.4500688,0.03566135,5.17502,168.11258,203.35788,336.5911989,9.3,0.15,,,
190,Ismene,59000,3.9868625,0.16670792,6.17668,271.12494,175.45588,308.8280928,7.7,0.15,,,
191,Kolga,59000,2.8965929,0.08999509,11.50652,226.22495,159.25579,247.3299249,9,0.15,,,
192,Nausikaa,59000,2.4033378,0.24525616,6.79843,30.67382,343.09932,104.0022741,7.3,0.03,,,thumb/5/5c/192Nausikaa_%28Lightcurve_Inversion%29.png/265px-192Nausikaa_%28Lightcurve_Inversion%29.png
193,Ambrosia,59000,2.5997177,0.29714149,11.9935,82.49985,349.51318,299.2485196,9.7,0.15,,,thumb/2/2c/193Ambrosia_%28Lightcurve_Inversion%29.png/265px-193Ambrosia_%28Lightcurve_Inversion%29.png
194,Prokne,59000,2.6155869,0.23804449,18.51109,162.99498,159.26755,8.81552,7.8,0.15,,,
195,Eurykleia,59000,2.8771017,0.04335958,6.97058,118.37318,6.97342,37.0320592,9.2,0.15,,,
196,Philomela,59000,3.1146264,0.01572407,7.26236,201.17119,72.32446,162.1309016,6.5,0.15,,,thumb/6/6c/196Philomela_%28Lightcurve_Inversion%29.png/265px-196Philomela_%28Lightcurve_Inversion%29.png
197,Arete,59000,2.7400953,0.16443596,8.79328,245.9375,81.60588,325.3898856,9.4,0.15,,,
198,Ampella,59000,2.4592574,0.22713607,9.321,89.14692,268.25932,128.3155326,8.5,0.15,,,
199,Byblis,59000,3.1654324,0.18054187,15.48088,180.35541,88.58172,331.305496,8.5,0.15,,,thumb/0/09/199Byblis_%28Lightcurve_Inversion%29.png/265px-199Byblis_%28Lightcurve_Inversion%29.png
200,Dynamene,59000,2.7370329,0.1320432,6.89969,86.76121,324.26979,313.4543965,8.3,0.15,,,
201,Penelope,59000,2.6781669,0.17923727,5.75587,180.71678,156.92527,34.3480462,8.3,0.24,,,4/4a/201_Penelope.png
202,Chryseis,59000,3.0691708,0.10390626,8.85048,0.25359,136.72635,268.7981623,7.5,0.15,,,
203,Pompeja,59000,2.7367452,0.05865642,3.17219,59.81831,347.72409,349.5986667,8.8,0.15,,,
204,Kallisto,59000,2.6713739,0.17410693,8.28551,55.30104,205.10506,186.8028275,8.9,0.15,,,
205,Martha,59000,2.7769597,0.03636853,10.69526,176.32869,211.7781,137.4620924,9.5,0.15,,,
206,Hersilia,59000,2.7398243,0.03868836,3.77971,302.99502,145.04472,289.7780907,8.7,0.15,,,
207,Hedda,59000,2.2846358,0.02959088,3.80171,193.95475,29.1708,73.7273607,10.1,0.15,,,
208,Lacrimosa,59000,2.8928421,0.01191309,1.74523,108.9052,4.23323,129.6969175,9.2,0.15,,,thumb/0/0b/208Lacrimosa_%28Lightcurve_Inversion%29.png/265px-208Lacrimosa_%28Lightcurve_Inversion%29.png
209,Dido,59000,3.1485645,0.05607269,7.1688,249.50776,0.65365,197.7457944,8.2,0.15,,,thumb/8/8d/209_Dido.png/220px-209_Dido.png
210,Isabella,59000,2.7216197,0.12375207,5.25975,14.80162,32.56914,100.887871,9.5,0.15,,,
211,Isolda,59000,3.0419649,0.16015374,3.88597,173.39025,263.63039,160.4226935,8,0.12,,,
212,Medea,59000,3.1173558,0.10252497,4.27852,104.57076,312.92116,275.1491166,8.3,0.15,,,
213,Lilaea,59000,2.7534867,0.14471697,6.80128,162.24017,122.02877,141.7095793,8.9,0.15,,,
214,Aschera,59000,2.6114865,0.03074965,3.43586,131.68995,341.97082,134.0017408,9.3,0.51,,,
215,Oenone,59000,2.7656599,0.03388311,1.68191,316.38629,24.90694,30.35024,9.5,0.15,,,
216,Kleopatra,59000,2.7928167,0.25106989,13.11461,179.98413,215.3476,155.2355614,7.3,0.29,,,d/d5/Kleopatra.jpg
217,Eudora,59000,2.8662517,0.31045453,10.52155,155.31236,162.57351,273.4475776,9.9,0.15,,,
218,Bianca,59000,2.6661609,0.11743557,15.19931,62.62968,170.57741,127.3729428,8.5,0.32,,,thumb/0/03/218Bianca_%28Lightcurve_Inversion%29.png/265px-218Bianca_%28Lightcurve_Inversion%29.png
219,Thusnelda,59000,2.3535733,0.22356585,10.86374,142.72736,200.81095,260.1466817,9.2,0.15,,,
220,Stephania,59000,2.3487688,0.25731716,7.59417,78.61409,257.88271,152.7862058,11.2,0.15,,,thumb/1/17/220Stephania_%28Lightcurve_Inversion%29.png/265px-220Stephania_%28Lightcurve_Inversion%29.png
221,Eos,59000,3.0134502,0.10354757,10.88839,192.34473,141.73322,331.939324,7.7,0.13,,,
222,Lucia,59000,3.1430356,0.13122242,2.14904,181.41051,80.1365,236.4490332,9.6,0.15,,,thumb/f/f8/222Lucia_%28Lightcurve_Inversion%29.png/265px-222Lucia_%28Lightcurve_Inversion%29.png
223,Rosa,59000,3.0969837,0.11807571,1.9231,64.37738,47.63631,199.975086,9.8,0.15,,,
224,Oceana,59000,2.6450228,0.04405552,5.8421,284.95825,352.79454,321.5692389,8.6,0.15,,,
225,Henrietta,59000,3.3920718,0.26360202,20.85486,103.74527,197.04892,20.6232868,8.8,0.15,,,
226,Weringia,59000,2.7117509,0.2041277,15.97033,154.18496,134.95098,323.7146433,9.8,0.15,,,
227,Philosophia,59000,3.1625136,0.19083704,9.15455,267.39054,326.20641,316.0331571,9.1,0.15,,,
228,Agathe,59000,2.2013659,0.24180575,2.53674,19.02575,313.29959,61.7402911,12.2,0.15,,,
229,Adelinda,59000,3.4255036,0.13912531,2.07657,310.31988,28.0131,297.178233,9.2,0.15,,,
230,Athamantis,59000,2.3821676,0.06179648,9.45027,140.0274,239.84861,130.5139486,7.3,0.27,,,thumb/1/1f/230Athamantis_%28Lightcurve_Inversion%29.png/265px-230Athamantis_%28Lightcurve_Inversion%29.png
231,Vindobona,59000,2.9227589,0.15165144,5.10184,269.01731,350.49834,288.2022146,9.6,0.15,,,
232,Russia,59000,2.5521757,0.17486516,6.06583,52.00115,152.20958,192.2816371,10.4,0.15,,,
233,Asterope,59000,2.6608394,0.09920393,7.68976,126.14503,221.97134,95.62192,8.3,0.15,,,
234,Barbara,59000,2.3853358,0.24505209,15.37567,192.18523,144.5041,31.7088134,9.1,0.15,,,
235,Carolina,59000,2.8806189,0.06198818,9.03191,207.75188,66.00937,101.7621337,8.9,0.15,,,
236,Honoria,59000,2.7969562,0.19108858,7.6957,174.64048,185.84795,229.6438963,8.1,-0.02,,,
237,Coelestina,59000,2.7636888,0.07109605,9.7474,200.0896,84.24528,192.8220633,9.1,0.15,,,
238,Hypatia,59000,2.9071425,0.08980097,12.41106,210.67049,183.86741,88.5290021,8.1,0.15,,,
239,Adrastea,59000,2.9658601,0.23540006,6.17573,209.94479,180.61876,143.8689779,10.4,0.15,,,
240,Vanadis,59000,2.6643112,0.20780884,2.10555,300.99696,115.06796,16.7055346,9.1,0.15,,,
241,Germania,59000,3.0487698,0.10317504,5.50508,80.41154,270.34536,177.273928,7.8,0.15,,,
242,Kriemhild,59000,2.8610509,0.12166657,11.35143,279.32367,206.90959,276.3860815,9.3,0.15,,,thumb/c/c4/242Kriemhild_%28Lightcurve_Inversion%29.png/265px-242Kriemhild_%28Lightcurve_Inversion%29.png
244,Sita,59000,2.1745342,0.13715907,2.84508,166.42769,208.96532,116.2394208,11.9,0.15,,,
245,Vera,59000,3.0966381,0.19667444,5.17868,331.59303,61.06694,11.5138764,7.8,0.15,,,
246,Asporina,59000,2.6935569,0.10956772,15.62131,96.14092,162.28943,125.0524106,8.4,0.15,,,
247,Eukrate,59000,2.7412423,0.24523048,24.95111,55.38107,0.0568,19.408717,8.2,0.15,,,
248,Lameia,59000,2.4708393,0.06577237,4.06072,11.20702,246.78753,259.0337178,10.3,0.15,,,
249,Ilse,59000,2.3770807,0.21787322,9.6203,42.17594,334.70854,240.6790827,11.3,0.15,,,
250,Bettina,59000,3.1433446,0.13528432,12.81953,75.98943,23.82582,304.9785919,7.4,0.15,,,thumb/6/62/250Bettina_%28Lightcurve_Inversion%29.png/265px-250Bettina_%28Lightcurve_Inversion%29.png
251,Sophia,59000,3.1024913,0.09637216,10.51108,286.50731,156.01701,192.5344329,9.9,0.15,,,b/bd/000251-asteroid_shape_model_%28251%29_Sophia.png
252,Clementina,59000,3.1592996,0.06611113,10.03605,159.02708,201.94764,13.2814246,9.7,0.15,,,
253,Mathilde,59000,2.6493175,0.26312801,6.73874,157.71914,179.53956,130.0823269,10.3,0.15,,,thumb/a/aa/%28253%29_mathilde_crop.jpg/275px-%28253%29_mathilde_crop.jpg
254,Augusta,59000,2.19487,0.1220527,4.51184,233.19346,28.44172,45.2439559,11.7,0.15,,,a/a7/000254-asteroid_shape_model_%28254%29_Augusta.png
255,Oppavia,59000,2.7449538,0.07900951,9.46452,155.43926,13.59519,204.9679775,10.3,0.15,,,
256,Walpurga,59000,3.0007105,0.06585337,13.32443,47.26378,182.91592,256.9760888,9.9,0.15,,,
257,Silesia,59000,3.1187395,0.11158228,3.61269,31.31494,34.06819,276.8921013,9.4,0.15,,,f/f9/000257-asteroid_shape_model_%28257%29_Silesia.png
258,Tyche,59000,2.6155254,0.20435275,14.32165,155.61047,207.55201,123.3256594,8.3,0.23,,,thumb/b/b4/258Tyche_%28Lightcurve_Inversion%29.png/265px-258Tyche_%28Lightcurve_Inversion%29.png
259,Aletheia,59000,3.1364855,0.12995288,10.81386,167.74103,86.84567,31.322279,7.8,0.15,,,
260,Huberta,59000,3.4542653,0.11013858,6.41308,179.76994,164.96496,327.4677882,9.1,0.15,,,thumb/7/70/260Huberta_%28Lightcurve_Inversion%29.png/265px-260Huberta_%28Lightcurve_Inversion%29.png
261,Prymno,59000,2.3316143,0.08870462,3.63593,65.89685,96.63003,63.3396774,9.44,0.19,,,
262,Valda,59000,2.5550032,0.2115846,7.66822,25.7477,38.36656,246.4988433,11.3,0.15,,,
263,Dresda,59000,2.8871405,0.07785671,1.32028,162.66765,216.16117,99.6402476,10.2,0.15,,,
264,Libussa,59000,2.7962997,0.13719294,10.42563,340.47863,49.59539,190.2711844,8.3,0.15,,,thumb/d/d3/264Libussa_%28Lightcurve_Inversion%29.png/265px-264Libussa_%28Lightcurve_Inversion%29.png
265,Anna,59000,2.4194316,0.26749018,25.64924,251.62013,335.52822,91.3920576,11.9,0.15,,,thumb/a/ab/265Anna_%28Lightcurve_Inversion%29.png/265px-265Anna_%28Lightcurve_Inversion%29.png
266,Aline,59000,2.8046982,0.15373088,13.40075,151.63409,235.84188,345.5034139,8.7,0.15,,,
267,Tirza,59000,2.7745843,0.09878619,6.00287,196.80798,73.74262,265.8179964,10.2,0.15,,,
268,Adorea,59000,3.0911984,0.1371015,2.44044,68.72271,120.85689,196.9130073,8.4,0.15,,,
269,Justitia,59000,2.6168284,0.21308604,5.47733,119.60506,156.71812,185.6542116,9.7,0.15,,,
270,Anahita,59000,2.1982079,0.15061032,2.36827,80.61639,254.34997,282.511058,8.8,0.15,,,
271,Penthesilea,59000,3.0033134,0.10404074,3.53971,57.76522,335.34832,149.453127,9.9,0.15,,,
272,Antonia,59000,2.7769743,0.02814574,4.43258,69.10164,37.31714,240.8571285,10.6,0.15,,,thumb/0/0f/272Antonia_%28Lightcurve_Inversion%29.png/265px-272Antonia_%28Lightcurve_Inversion%29.png
273,Atropos,59000,2.3954282,0.16014431,20.44875,121.05828,158.91975,140.2131702,10.5,0.15,,,
274,Philagoria,59000,3.0447851,0.11924258,3.67749,119.82764,92.79416,304.7476449,10,0.15,,,3/34/000274-asteroid_shape_model_%28274%29_Philagoria.png
275,Sapientia,59000,2.7704324,0.16367127,4.764,39.63094,134.04491,240.6568537,8.9,0.15,,,
276,Adelheid,59000,3.1159988,0.06704593,21.61448,265.08735,211.15389,95.7718194,8.7,0.15,,,thumb/1/1c/276Adelheid_%28Lightcurve_Inversion%29.png/265px-276Adelheid_%28Lightcurve_Inversion%29.png
277,Elvira,59000,2.8837447,0.09228733,1.16278,137.04262,231.24935,188.4929902,9.9,0.15,,,thumb/9/9e/277Elvira_%28Lightcurve_Inversion%29.png/265px-277Elvira_%28Lightcurve_Inversion%29.png
278,Paulina,59000,2.7555169,0.13155269,7.81705,139.81811,61.99442,346.0971949,9.4,0.15,,,thumb/b/b5/278Paulina_%28Lightcurve_Inversion%29.png/265px-278Paulina_%28Lightcurve_Inversion%29.png
279,Thule,59000,4.2728808,0.04251975,2.33438,24.48355,71.92,235.0557985,8.5,0.15,,,
280,Philia,59000,2.942017,0.10993921,7.4393,89.45473,9.86502,326.7484068,11,0.15,,,
281,Lucretia,59000,2.1883265,0.13212887,5.30202,16.53613,31.39515,228.5942817,12,0.28,,,thumb/f/f2/281Lucretia_%28Lightcurve_Inversion%29.png/265px-281Lucretia_%28Lightcurve_Inversion%29.png
282,Clorinde,59000,2.3387369,0.0808084,9.03651,296.98665,144.88611,301.9809269,11,0.15,,,
283,Emma,59000,3.0482002,0.14411073,7.9895,55.2523,303.90118,24.8509508,8.6,0.15,,,thumb/e/e6/283Emma_%28Lightcurve_Inversion%29.png/265px-283Emma_%28Lightcurve_Inversion%29.png
284,Amalia,59000,2.358703,0.22217247,8.0559,57.9653,233.70189,21.0750131,10.1,0.11,,,
285,Regina,59000,3.0854844,0.20461588,17.61645,14.22191,311.22929,32.2473043,10.7,0.15,,,
286,Iclea,59000,3.1999317,0.02705903,17.91515,209.07006,148.9574,295.471117,9,0.15,,,
287,Nephthys,59000,2.352837,0.02307419,10.03504,119.09509,142.32318,150.0297307,8.2,0.22,,,3/31/000287-asteroid_shape_model_%28287%29_Nephthys.png
288,Glauke,59000,2.7595369,0.20575611,4.3383,84.71139,120.1037,117.0974635,9.8,0.15,,,
289,Nenetta,59000,2.8756555,0.20127615,6.67903,190.43388,181.94546,25.7540238,9.5,0.15,,,
290,Bruna,59000,2.3383378,0.25717117,22.32254,105.34836,10.37002,197.5084852,12,0.15,,,thumb/b/b1/290Bruna_%28Lightcurve_Inversion%29.png/265px-290Bruna_%28Lightcurve_Inversion%29.png
291,Alice,59000,2.2227455,0.09228242,1.8562,332.12034,161.59516,171.2932247,11.5,0.15,,,thumb/4/48/291Alice_%28Lightcurve_Inversion%29.png/265px-291Alice_%28Lightcurve_Inversion%29.png
292,Ludovica,59000,2.5292958,0.03326369,14.88704,285.38489,43.49066,11.3560536,9.9,0.15,,,
293,Brasilia,59000,2.8602538,0.10586959,15.58216,86.83279,61.30044,33.150203,10.2,0.15,,,
294,Felicia,59000,3.1557236,0.23323379,6.26463,186.05912,135.71144,100.2315788,10.2,0.15,,,
295,Theresia,59000,2.7973788,0.1702217,2.70838,147.94956,276.03457,202.0912254,10,0.15,,,
296,Phaetusa,59000,2.228938,0.15978501,1.74795,252.46407,121.56424,327.3525527,12.6,0.15,,,2/2b/000296-asteroid_shape_model_%28296%29_Pha%C3%ABtusa.png
297,Caecilia,59000,3.166011,0.14029164,7.55282,353.36857,331.88739,2.6342985,9.1,0.15,,,thumb/9/94/297Caecilia_%28Lightcurve_Inversion%29.png/265px-297Caecilia_%28Lightcurve_Inversion%29.png
298,Baptistina,59000,2.2633205,0.09647909,6.28574,135.15162,8.15875,254.6813157,11.2,0.15,,,thumb/d/dc/298Bap-LB1-mag15.jpg/265px-298Bap-LB1-mag15.jpg
299,Thora,59000,2.434183,0.06198376,1.60625,152.07812,241.4825,42.8353622,11.3,0.15,,,
300,Geraldina,59000,3.2035072,0.05744391,0.73191,324.72037,42.64758,194.1080274,9.8,0.15,,,
301,Bavaria,59000,2.7244283,0.06711546,4.89807,124.1437,142.29815,64.0781794,10.3,0.15,,,a/a3/000301-asteroid_shape_model_%28301%29_Bavaria.png
302,Clarissa,59000,2.407255,0.11047797,3.41165,54.48632,7.79301,223.7459515,11.1,0.15,,,thumb/d/d3/302Clarissa_%28Lightcurve_Inversion%29.png/265px-302Clarissa_%28Lightcurve_Inversion%29.png
303,Josephina,59000,3.1297562,0.05815329,6.87322,64.60698,343.72143,246.7467602,8.9,0.15,,,
304,Olga,59000,2.4034619,0.22151884,15.84637,172.34997,159.02377,74.1434775,9.9,0.07,,,
305,Gordonia,59000,3.0888358,0.19566466,4.45003,260.79565,207.47623,297.582712,8.8,0.15,,,thumb/0/01/305_Gordonia_Orbit_Diagram.png/220px-305_Gordonia_Orbit_Diagram.png
306,Unitas,59000,2.3582436,0.15075541,7.27736,167.88352,141.86059,110.2318993,8.8,0.15,,,thumb/c/c8/306Unitas_%28Lightcurve_Inversion%29.png/265px-306Unitas_%28Lightcurve_Inversion%29.png
307,Nike,59000,2.906725,0.14347463,6.12599,324.37775,100.95633,89.3658009,10.1,0.15,,,
308,Polyxo,59000,2.7503104,0.04030899,4.36069,113.00634,181.61398,15.6038851,8.1,0.21,,,
309,Fraternitas,59000,2.6657316,0.11359349,3.71387,310.81328,356.51356,147.0296075,10.6,0.15,,,
310,Margarita,59000,2.7645611,0.11420041,3.16993,325.28939,229.24068,77.8132521,10.1,0.15,,,thumb/f/f2/310Margarita_%28Lightcurve_Inversion%29.png/265px-310Margarita_%28Lightcurve_Inversion%29.png
311,Claudia,59000,2.8988514,0.00419608,3.2248,86.80324,80.99359,144.3196745,10,0.15,,,thumb/a/ae/311Claudia_%28Lightcurve_Inversion%29.png/265px-311Claudia_%28Lightcurve_Inversion%29.png
312,Pierretta,59000,2.7822728,0.15981754,9.02934,262.76413,6.25477,339.6931924,8.8,0.15,,,thumb/5/5c/312Pierretta_%28Lightcurve_Inversion%29.png/265px-312Pierretta_%28Lightcurve_Inversion%29.png
313,Chaldaea,59000,2.374573,0.18203037,11.65129,316.02542,176.58104,279.2840782,9,0.15,,,
314,Rosalia,59000,3.1572512,0.17123006,12.51556,191.42038,169.97738,1.5116614,9.9,0.15,,,
315,Constantia,59000,2.2416721,0.16811842,2.42866,172.90814,161.62757,137.7567154,12.6,0.15,,,8/8e/000315-asteroid_shape_model_%28315%29_Constantia.png
316,Goberta,59000,3.1880071,0.13243449,2.34159,315.5224,123.82137,198.3458267,10.1,0.15,,,
317,Roxane,59000,2.2866303,0.08503196,1.76572,186.88832,151.34793,78.4591633,9.8,0.15,,,thumb/7/7d/Orbit_of_371_Roxane.gif/250px-Orbit_of_371_Roxane.gif
318,Magdalena,59000,3.1949994,0.08459273,10.65569,296.09559,161.48842,40.8234057,9.4,0.15,,,
319,Leona,59000,3.4039623,0.21654232,10.56292,228.09605,184.93636,178.6115083,10.2,0.15,,,
320,Katharina,59000,3.0096083,0.11724537,9.37964,149.63513,219.91806,220.3368858,10.8,0.15,,,
321,Florentina,59000,2.8857223,0.04679245,2.58685,35.95306,40.21613,43.9216332,10.1,0.15,,,thumb/7/7d/321Florentina_%28Lightcurve_Inversion%29.png/265px-321Florentina_%28Lightcurve_Inversion%29.png
322,Phaeo,59000,2.7832404,0.24565322,8.05171,114.73076,252.36751,280.8036285,9.1,0.15,,,
323,Brucia,59000,2.3825339,0.2989894,24.25498,291.53,97.31427,14.2760707,9.5,0.15,,,
324,Bamberga,59000,2.6805846,0.34097127,11.1043,44.23411,327.85557,179.7168774,7,0.09,,,d/dc/Potw1749a_Bamberga_crop.png
325,Heidelberga,59000,3.2241228,0.15358972,8.54803,69.49693,344.35669,246.0539975,8.7,0.15,,,
326,Tamara,59000,2.3171359,0.1903463,23.72626,238.4983,32.18532,57.3866842,9.4,0.15,,,
327,Columbia,59000,2.7768163,0.06097356,7.14032,307.38554,354.7596,150.4300866,10,0.15,,,
328,Gudrun,59000,3.1130325,0.10600845,16.11255,106.14387,351.92737,214.5575113,8.8,0.15,,,f/f0/000328-asteroid_shape_model_%28328%29_Gudrun.png
329,Svea,59000,2.476869,0.02437652,15.87906,54.91734,178.46466,277.49641,9.6,0.15,,,
330,Adalberta,59000,2.4684983,0.25283448,6.75708,259.10225,137.11682,229.1603773,12.4,0.15,,,
331,Etheridgea,59000,3.0248774,0.09613183,6.03671,333.40952,21.86302,350.3552184,9.7,0.15,,,
332,Siri,59000,2.7741531,0.08807346,2.84466,297.59863,31.55964,123.6895215,9.7,0.15,,,
333,Badenia,59000,3.1306989,0.15948021,3.73931,22.78558,353.16449,20.0703269,9.4,0.15,,,b/bd/000333-asteroid_shape_model_%28333%29_Badenia.png
334,Chicago,59000,3.888519,0.02376148,4.64354,149.82711,130.16873,288.4435868,7.7,0.15,,,1/13/000334-asteroid_shape_model_%28334%29_Chicago.png
335,Roberta,59000,2.4758254,0.17312532,5.10136,139.99523,148.42892,349.7874225,9.1,0.15,,,
336,Lacadiera,59000,2.2522136,0.09587229,5.65241,31.33039,235.03177,12.3548611,9.8,0.15,,,thumb/a/ac/336Lacadiera_%28Lightcurve_Inversion%29.png/265px-336Lacadiera_%28Lightcurve_Inversion%29.png
337,Devosa,59000,2.3849281,0.13622472,7.8518,98.80605,355.41174,184.5421289,8.8,0.19,,,
338,Budrosa,59000,2.91334,0.02154028,6.05012,109.13784,287.41935,221.5936177,8.5,0.15,,,
339,Dorothea,59000,3.0123319,0.09810896,9.96421,164.40879,173.48616,175.4448705,9.4,0.15,,,
340,Eduarda,59000,2.7457497,0.11620097,4.66815,43.15861,26.96555,325.1722154,9.9,0.15,,,thumb/4/44/340Eduarda_%28Lightcurve_Inversion%29.png/265px-340Eduarda_%28Lightcurve_Inversion%29.png
341,California,59000,2.1994386,0.19402941,5.66642,293.72358,29.02988,78.8550856,11.3,0.15,,,b/b8/000341-asteroid_shape_model_%28341%29_California.png
342,Endymion,59000,2.5680024,0.12958563,7.35253,225.14105,232.66673,310.5068326,10.3,0.15,,,
343,Ostara,59000,2.4119003,0.22917722,3.25919,10.28268,38.59011,24.0848316,11.7,0.15,,,f/fd/000343-asteroid_shape_model_%28343%29_Ostara.png
344,Desiderata,59000,2.5966257,0.31373249,18.34519,237.58136,48.02628,270.6663312,8.3,0.15,,,
345,Tercidina,59000,2.3249849,0.06146924,9.74406,231.37182,212.60127,316.6936932,8.9,0.1,,,thumb/f/f5/345Tercidina_%28Lightcurve_Inversion%29.png/265px-345Tercidina_%28Lightcurve_Inversion%29.png
346,Hermentaria,59000,2.7959817,0.10213972,8.75221,291.95035,91.94078,123.9037654,7.3,0.15,,,
347,Pariana,59000,2.6115714,0.16620636,11.68085,86.13908,85.51358,335.1897329,9,0.15,,,4/4f/000347-asteroid_shape_model_%28347%29_Pariana.png
348,May,59000,2.9680835,0.07060507,9.75893,13.86473,89.91427,291.0188202,9.4,0.15,,,
349,Dembowska,59000,2.9229283,0.09152606,8.24561,345.54666,32.33975,223.6637277,5.9,0.37,,,thumb/e/e4/349Dembowska_%28Lightcurve_Inversion%29.png/265px-349Dembowska_%28Lightcurve_Inversion%29.png
350,Ornamenta,59000,3.1102342,0.15945356,24.89213,337.98301,90.09597,69.0707779,8.5,0.15,,,thumb/4/40/350Ornamenta_%28Lightcurve_Inversion%29.png/265px-350Ornamenta_%28Lightcurve_Inversion%29.png
351,Yrsa,59000,2.7646348,0.15523981,9.20716,31.8824,99.19942,219.2348373,9,0.15,,,thumb/7/77/351Yrsa_%28Lightcurve_Inversion%29.png/265px-351Yrsa_%28Lightcurve_Inversion%29.png
352,Gisela,59000,2.1937737,0.14982894,3.38471,144.61059,247.27973,138.7483091,10.1,0.15,,,thumb/c/c1/352Gisela_%28Lightcurve_Inversion%29.png/265px-352Gisela_%28Lightcurve_Inversion%29.png
353,Ruperto-Carola,59000,2.7347902,0.32763968,5.7083,321.34444,102.47074,90.7407345,10.9,0.15,,,0/06/000353-asteroid_shape_model_%28353%29_Ruperto-Carola.png
354,Eleonora,59000,2.7978198,0.11374837,18.40108,5.56231,140.35393,58.4646987,6.44,0.37,,,thumb/b/b6/354Eleonora_%28Lightcurve_Inversion%29.png/265px-354Eleonora_%28Lightcurve_Inversion%29.png
355,Gabriella,59000,2.5399529,0.10532792,4.28254,106.2759,351.70637,191.5557525,10.2,0.15,,,thumb/9/9d/355Gabriella_%28Lightcurve_Inversion%29.png/265px-355Gabriella_%28Lightcurve_Inversion%29.png
356,Liguria,59000,2.7553952,0.24051098,8.20448,79.4165,354.51077,329.4592567,8.3,0.15,,,
357,Ninina,59000,3.1510905,0.07673549,15.05458,255.37838,137.64661,29.9400114,8.8,0.15,,,
358,Apollonia,59000,2.8757452,0.15290646,3.55435,252.97303,172.14723,102.5680887,9.2,0.15,,,
359,Georgia,59000,2.7276023,0.15757027,6.77167,338.23964,6.05441,270.5639905,9.3,0.15,,,
360,Carlova,59000,3.0090274,0.17395316,11.73544,289.21351,132.19821,254.0673732,8.5,0.15,,,thumb/f/f3/360Carlova_%28Lightcurve_Inversion%29.png/265px-360Carlova_%28Lightcurve_Inversion%29.png
361,Bononia,59000,3.9604002,0.21202072,12.61691,68.54016,18.85457,144.3752194,8.4,0.15,,,3/3a/000361-asteroid_shape_model_%28361%29_Bononia.png
362,Havnia,59000,2.5789796,0.04390188,8.06304,31.6721,27.32293,13.6910065,9.1,0.15,,,
363,Padua,59000,2.7478014,0.07128672,5.94638,296.17125,64.74201,136.0699698,9.1,0.15,,,
364,Isara,59000,2.2214349,0.14862863,6.00483,312.91792,105.52808,259.8979328,9.9,0.15,,,
365,Corduba,59000,2.8008269,0.15736244,12.79307,216.09417,185.18398,168.3990849,9.3,0.15,,,
366,Vincentina,59000,3.1456102,0.05623757,10.57794,332.94839,346.69857,170.3033309,8.7,0.15,,,
367,Amicitia,59000,2.2188566,0.09626831,2.9414,55.7933,83.44526,240.8270936,10.7,0.15,,,thumb/3/30/367Amicitia_%28Lightcurve_Inversion%29.png/265px-367Amicitia_%28Lightcurve_Inversion%29.png
368,Haidea,59000,3.0747232,0.20101786,7.7952,95.22505,226.32311,165.8417453,9.9,0.15,,,
369,Aeria,59000,2.6495488,0.09657659,12.71724,269.64485,94.16127,73.1493328,8.6,0.15,,,
370,Modestia,59000,2.3240436,0.09157578,7.86578,68.63822,290.91658,238.7814762,10.7,0.15,,,
371,Bohemia,59000,2.7253652,0.06414887,7.40295,342.07444,283.39106,91.1626604,8.7,0.15,,,thumb/3/39/371Bohemia_%28Lightcurve_Inversion%29.png/265px-371Bohemia_%28Lightcurve_Inversion%29.png
372,Palma,59000,3.152043,0.25813795,23.82489,115.64592,327.32216,162.5232923,7.5,0.15,,,thumb/6/6d/372Palma_%28Lightcurve_Inversion%29.png/265px-372Palma_%28Lightcurve_Inversion%29.png
373,Melusina,59000,3.1193659,0.1378401,15.37939,348.61895,3.64704,16.9671968,9.1,0.15,,,a/a0/000373-asteroid_shape_model_%28373%29_Melusina.png
374,Burgundia,59000,2.7805396,0.07945542,8.99209,25.49431,219.00804,232.686683,8.8,0.15,,,
375,Ursula,59000,3.1254727,0.10428018,15.94437,341.32182,336.40446,8.2643539,7.4,0.27,,,thumb/5/50/375Ursula-LB1.jpg/250px-375Ursula-LB1.jpg
376,Geometria,59000,2.2882481,0.17214834,5.43308,316.891,301.98658,301.5942305,9.5,0.15,,,thumb/6/6c/376Geometria_%28Lightcurve_Inversion%29.png/265px-376Geometria_%28Lightcurve_Inversion%29.png
377,Campania,59000,2.6916534,0.07699462,6.67434,195.47826,210.09475,226.6347799,9,0.15,,,thumb/0/05/377Campania_%28Lightcurve_Inversion%29.png/265px-377Campania_%28Lightcurve_Inversion%29.png
378,Holmia,59000,2.7754018,0.1304391,7.00625,157.44664,232.44211,150.6071007,9.8,0.15,,,thumb/9/93/378Holmia_%28Lightcurve_Inversion%29.png/265px-378Holmia_%28Lightcurve_Inversion%29.png
